,,,,,bB&C-I,,,,,,,,,bB&C-I+E,,,,,,,,,bB&C-I+L,,,,,,,,,,bB&C-I+E+L,,,,,,,,,
id,|I|,K,#C1,#CP,T,N,Gap(%),RGap(%),Obj,UB,#Cut,#MaxSM,#OA,T,N,Gap(%),RGap(%),Obj,UB,#Cut,#MaxSM,#EOA,T,N,Gap(%),RGap(%),Obj,UB,#Cut,#MaxSM,#OA,#LS,T,N,Gap(%),RGap(%),Obj,UB,#Cut,#MaxSM,#EOA,#LS
18-10-25-0.5,400,40,1430,7758,403.7,44737,0.0,0.9,304.491726,304.492,3911,2145,1766,241.4,19291,0.0,0.8,304.491726,304.492,4134,2163,1971,40.4,682,0.0,0.4,304.491726,304.492,6944,1656,830,4458,16.8,306,0.0,0.3,304.491726,304.492,5896,1544,796,3556
19-10-25-0.5,400,80,1644,9618,275.5,41703,0.0,0.4,371.859675,371.860,3212,1710,1502,59.9,7347,0.0,0.3,371.859675,371.860,2678,1339,1339,23.7,800,0.0,0.1,371.859675,371.860,5231,1358,577,3296,9.2,366,0.0,0.1,371.859675,371.860,3921,1086,659,2176
20-10-25-0.5,400,133,1462,8014,70.2,14944,0.0,0.1,395.681146,395.681,2251,1255,996,22.4,1783,0.0,0.1,395.681146,395.681,2128,1207,921,9.7,873,0.0,0.0,395.681146,395.681,3441,1104,711,1626,3.4,169,0.0,0.0,395.681146,395.681,2901,1014,649,1238
21-10-25-0.5,500,5,2918,27626,1.2,15,0.0,0.2,246.639935,246.640,2366,1196,1170,1.2,15,0.0,0.3,246.639935,246.640,2453,1240,1213,0.8,0,0.0,0.0,246.639935,246.640,2573,1017,792,764,0.8,0,0.0,0.0,246.639935,246.640,2553,1015,826,712
22-10-25-0.5,500,10,2496,21494,126.7,2514,0.0,2.2,277.372755,277.373,6708,3838,2870,55.0,1017,0.0,1.7,277.372755,277.373,5095,2666,2429,15.3,128,0.0,1.1,277.372755,277.373,8587,2520,1595,4472,17.4,129,0.0,1.2,277.372755,277.373,7523,2111,1374,4038
23-10-25-0.5,500,50,2772,24348,TL,187947,0.3,0.9,436.349491,437.842,6386,3388,2998,TL,126641,0.1,0.7,436.673696,437.207,5439,2869,2570,TL,41219,0.1,0.6,436.612486,437.025,18074,3173,1921,12980,2498.8,42062,0.0,0.5,436.673696,436.674,16716,2863,1677,12176
24-10-25-0.5,500,100,2810,23810,TL,245390,0.3,0.5,485.747672,487.060,4503,2470,2033,TL,213858,0.0,0.2,486.764168,486.798,3507,1874,1633,2925.8,152857,0.0,0.2,486.765138,486.765,10579,2175,1200,7204,234.8,6963,0.0,0.1,486.765138,486.765,10048,2041,1239,6768
25-10-25-0.5,500,167,3078,29866,8.6,1030,0.0,0.0,499.369488,499.369,1650,1080,570,14.8,2698,0.0,0.0,499.369503,499.370,1719,1103,616,20.0,1482,0.0,0.0,499.369491,499.369,2554,1004,512,1038,12.4,776,0.0,0.0,499.369424,499.369,2800,1146,564,1090
26-10-25-0.5,600,5,5086,70238,27.6,352,0.0,1.9,356.702511,356.703,6085,3262,2823,13.5,203,0.0,1.7,356.702511,356.703,5329,3043,2286,18.9,105,0.0,1.5,356.702511,356.703,8414,2997,1810,3607,18.8,90,0.0,1.4,356.702511,356.703,8281,2931,2088,3262
27-10-25-0.5,600,10,5420,75078,492.4,14214,0.0,1.3,431.380149,431.380,6633,3408,3225,131.7,2007,0.0,1.1,431.380149,431.380,5067,2804,2263,251.4,1465,0.0,1.0,431.380149,431.380,9369,2857,1780,4732,136.4,910,0.0,1.0,431.380149,431.380,9006,2476,1795,4735
28-10-25-0.5,600,60,5338,78458,TL,146794,0.4,0.7,564.365294,566.702,4889,2870,2019,TL,130522,0.2,0.4,565.762519,566.678,5068,2653,2415,TL,150122,0.4,0.5,564.706016,566.709,10583,3011,1652,5920,TL,62393,0.1,0.3,565.899493,566.350,10181,2826,1765,5590
29-10-25-0.5,600,120,4982,67654,TL,244919,0.1,0.2,594.123701,594.759,3525,2050,1475,351.9,23638,0.0,0.1,594.670803,594.671,2510,1600,910,480.7,21934,0.0,0.1,594.670760,594.671,5368,1704,600,3064,157.1,4879,0.0,0.0,594.670744,594.671,5649,1805,720,3124
30-10-25-0.5,600,200,4284,48514,0.0,0,0.0,0.0,600.000000,600.000,0,0,0,0.0,0,0.0,0.0,600.000000,600.000,0,0,0,0.0,0,0.0,0.0,600.000000,600.000,0,0,0,0,0.0,0,0.0,0.0,600.000000,600.000,0,0,0,0
31-10-25-0.5,700,5,8624,152102,87.0,788,0.0,2.0,490.907517,490.908,8323,4987,3336,65.1,603,0.0,2.1,490.907517,490.908,6616,4037,2579,156.3,372,0.0,2.0,490.907517,490.908,15768,4194,1994,9580,91.5,269,0.0,1.8,490.907517,490.908,12639,3903,2266,6470
32-10-25-0.5,700,10,7294,123992,154.7,1188,0.0,0.9,533.117758,533.118,6143,3770,2373,125.1,944,0.0,0.8,533.117758,533.118,6125,3697,2428,160.9,430,0.0,0.7,533.117758,533.118,9526,3734,2119,3673,72.2,305,0.0,0.6,533.117758,533.118,9489,3623,2437,3429
33-10-25-0.5,700,70,7110,121930,TL,106414,0.1,0.3,679.667622,680.613,4589,2888,1701,TL,123572,0.1,0.2,679.960162,680.646,3922,2340,1582,TL,84310,0.1,0.2,679.881096,680.339,8373,2911,1108,4354,TL,77434,0.0,0.2,679.995487,680.192,7714,2817,1333,3564
34-10-25-0.5,700,140,8044,141988,4.9,369,0.0,0.0,699.594551,699.595,2172,1543,629,1.8,27,0.0,0.0,699.594645,699.595,2744,1868,876,8.1,70,0.0,0.0,699.594353,699.594,2644,1586,632,426,5.7,29,0.0,0.0,699.594672,699.595,3034,1763,829,442
35-10-25-0.5,800,5,14838,312066,25.9,121,0.0,1.1,640.362314,640.362,5543,3562,1981,23.2,139,0.0,1.2,640.362314,640.362,5222,3454,1768,61.3,113,0.0,1.1,640.362314,640.362,7754,3541,1897,2316,45.3,95,0.0,1.1,640.362314,640.362,6425,3281,1880,1264
36-10-25-0.5,800,10,10904,224412,TL,30007,0.4,1.3,649.239704,652.021,11563,5826,5737,TL,29176,0.4,1.2,649.059714,651.942,11313,5331,5982,TL,28484,0.5,1.3,649.220128,652.414,18811,5849,4632,8330,TL,24881,0.4,1.2,649.060640,651.791,15907,5642,4830,5435
37-10-25-0.5,800,80,9072,186296,TL,102489,0.2,0.3,782.640225,784.128,4820,3292,1528,TL,92259,0.0,0.2,783.453433,783.855,3818,2686,1132,TL,103692,0.2,0.3,782.700341,783.986,8166,3073,1203,3890,TL,55668,0.0,0.1,783.426041,783.757,7647,2877,1016,3754
38-10-25-0.5,900,5,21526,466312,282.5,1127,0.0,1.2,755.857594,755.858,7872,4715,3157,104.2,502,0.0,1.1,755.857594,755.858,8161,4827,3334,260.0,417,0.0,1.1,755.857594,755.858,11487,4834,3516,3137,269.8,531,0.0,1.0,755.857594,755.858,11026,4865,2998,3163
39-10-25-0.5,900,10,21248,471774,TL,29364,0.2,0.7,813.623325,815.218,7683,4487,3196,TL,21270,0.2,0.7,813.695197,815.601,8891,4570,4321,TL,23313,0.1,0.7,813.705590,814.772,9380,4373,2958,2049,TL,23590,0.2,0.7,813.657251,815.196,9851,4846,3832,1173
40-10-25-0.5,900,90,14636,345298,TL,170882,0.0,0.1,893.343939,893.434,2685,2195,490,TL,153682,0.0,0.1,893.311391,893.530,2683,2088,595,TL,120871,0.0,0.1,893.366937,893.424,4602,2356,454,1792,2317.0,72689,0.0,0.1,893.375919,893.376,4291,2343,496,1452
1-10-25-0.8,100,5,138,60,0.0,0,0.0,0.0,17.533333,17.533,242,118,124,0.0,0,0.0,0.0,17.533333,17.533,245,118,127,0.0,0,0.0,0.0,17.533333,17.533,254,118,124,12,0.0,0,0.0,0.0,17.533333,17.533,251,118,127,6
2-10-25-0.8,100,10,152,78,0.0,0,0.0,0.0,31.598993,31.599,237,115,122,0.0,0,0.0,0.0,31.598993,31.599,236,115,121,0.0,0,0.0,0.0,31.598993,31.599,271,121,128,22,0.0,0,0.0,0.0,31.598993,31.599,254,115,121,18
3-10-25-0.8,100,10,136,110,0.0,0,0.0,0.0,32.000000,32.000,239,117,122,0.0,0,0.0,0.0,32.000000,32.000,277,135,142,0.0,0,0.0,0.0,32.000000,32.000,244,117,121,6,0.1,0,0.0,0.0,32.000000,32.000,283,135,142,6
4-10-25-0.8,100,20,126,66,0.0,0,0.0,0.0,43.488889,43.489,251,127,124,0.0,0,0.0,0.0,43.488889,43.489,248,124,124,0.0,0,0.0,0.0,43.488889,43.489,280,127,123,30,0.0,0,0.0,0.0,43.488889,43.489,263,124,123,16
5-10-25-0.8,100,33,174,116,0.0,3,0.0,0.0,70.257778,70.258,349,179,170,0.0,2,0.0,0.0,70.257778,70.258,332,167,165,0.0,0,0.0,0.0,70.257778,70.258,387,174,161,52,0.0,0,0.0,0.0,70.257778,70.258,360,167,161,32
6-10-25-0.8,200,5,408,628,0.1,0,0.0,0.0,41.005333,41.005,521,238,283,0.1,0,0.0,0.0,41.005333,41.005,521,238,283,0.1,0,0.0,0.0,41.005333,41.005,576,238,278,60,0.1,0,0.0,0.0,41.005333,41.005,576,238,278,60
7-10-25-0.8,200,10,414,906,0.1,34,0.0,0.1,67.246281,67.246,665,316,349,0.1,11,0.0,0.0,67.246281,67.246,632,304,328,0.1,4,0.0,0.0,67.246281,67.246,805,303,274,228,0.1,4,0.0,0.0,67.246281,67.246,815,305,284,226
8-10-25-0.8,200,20,360,658,0.1,17,0.0,0.0,92.845867,92.846,616,308,308,0.1,11,0.0,0.0,92.845867,92.846,620,311,309,0.1,0,0.0,0.0,92.845867,92.846,751,307,284,160,0.1,0,0.0,0.0,92.845867,92.846,740,310,286,144
9-10-25-0.8,200,40,418,686,0.1,7,0.0,0.0,139.584660,139.585,683,358,325,0.1,7,0.0,0.0,139.584660,139.585,670,345,325,0.1,0,0.0,0.0,139.584660,139.585,931,352,275,304,0.1,4,0.0,0.0,139.584660,139.585,877,348,281,248
10-10-25-0.8,200,67,526,1372,0.7,321,0.0,0.1,182.017436,182.017,782,411,371,0.3,112,0.0,0.1,182.017436,182.017,720,384,336,0.2,12,0.0,0.0,182.017436,182.017,1128,378,264,486,0.2,6,0.0,0.0,182.017436,182.017,1024,375,267,382
11-10-25-0.8,300,5,1004,3968,0.1,0,0.0,0.0,94.699852,94.700,942,504,438,0.1,0,0.0,0.0,94.699852,94.700,898,458,440,0.1,0,0.0,0.0,94.699852,94.700,1143,457,412,274,0.1,0,0.0,0.0,94.699852,94.700,1129,458,413,258
12-10-25-0.8,300,10,814,2756,0.5,27,0.0,0.2,119.391822,119.392,1348,593,755,0.3,14,0.0,0.1,119.391822,119.392,1260,578,682,0.3,0,0.0,0.0,119.391822,119.392,1585,546,503,536,0.3,0,0.0,0.0,119.391822,119.392,1532,524,494,514
13-10-25-0.8,300,30,902,3342,0.8,83,0.0,0.0,196.562084,196.562,1313,675,638,0.3,18,0.0,0.0,196.562084,196.562,1100,569,531,0.2,0,0.0,0.0,196.562084,196.562,1533,557,438,538,0.2,0,0.0,0.0,196.562084,196.562,1583,573,456,554
14-10-25-0.8,300,60,804,2722,1.3,290,0.0,0.1,243.469531,243.470,1448,728,720,2.8,1011,0.0,0.1,243.469531,243.470,1286,662,624,0.8,46,0.0,0.0,243.469595,243.470,2096,711,531,854,0.6,43,0.0,0.0,243.469595,243.470,1918,673,477,768
15-10-25-0.8,300,100,910,3470,5.7,1762,0.0,0.1,281.151558,281.152,1589,875,714,2.8,776,0.0,0.1,281.151558,281.152,1533,827,706,0.4,0,0.0,0.0,281.151558,281.152,2259,807,522,930,0.3,0,0.0,0.0,281.151558,281.152,2176,774,558,844
16-10-25-0.8,400,5,1974,13784,0.8,19,0.0,0.6,173.705158,173.705,2068,1088,980,0.8,11,0.0,0.5,173.705158,173.705,2095,1139,956,1.4,9,0.0,0.2,173.705158,173.705,3171,1064,854,1253,1.4,3,0.0,0.0,173.705158,173.705,3383,1043,875,1465
17-10-25-0.8,400,10,1738,11266,1.9,56,0.0,0.5,213.348482,213.348,2824,1458,1366,1.5,33,0.0,0.5,213.348482,213.348,2715,1329,1386,2.7,20,0.0,0.2,213.348482,213.348,4180,1303,929,1948,2.2,17,0.0,0.2,213.348482,213.348,3900,1231,853,1816
18-10-25-0.8,400,40,1430,7758,8.7,907,0.0,0.2,300.602215,300.602,2381,1293,1088,2.9,336,0.0,0.2,300.602215,300.602,2333,1092,1241,1.7,32,0.0,0.0,300.602215,300.602,3617,1085,748,1784,1.7,27,0.0,0.0,300.602215,300.602,3350,1041,767,1542
19-10-25-0.8,400,80,1644,9618,7.0,1005,0.0,0.1,368.984542,368.985,2102,1040,1062,2.5,381,0.0,0.0,368.984542,368.985,1810,914,896,1.3,26,0.0,0.0,368.984542,368.985,2720,920,702,1098,0.9,3,0.0,0.0,368.984542,368.985,2486,850,740,896
20-10-25-0.8,400,133,1462,8014,4.8,901,0.0,0.0,394.491263,394.491,1804,1036,768,1.3,182,0.0,0.0,394.491263,394.491,1644,915,729,1.1,49,0.0,0.0,394.491263,394.491,2455,970,665,820,1.0,45,0.0,0.0,394.491243,394.491,2206,904,646,656
21-10-25-0.8,500,5,2918,27626,0.6,0,0.0,0.0,240.855974,240.856,1924,1054,870,0.5,0,0.0,0.0,240.855974,240.856,1919,1054,865,0.8,0,0.0,0.0,240.855974,240.856,2657,1031,818,808,0.8,0,0.0,0.0,240.855974,240.856,2614,1025,820,769
22-10-25-0.8,500,10,2496,21494,6.0,97,0.0,0.8,270.509102,270.509,4290,2382,1908,4.6,65,0.0,0.8,270.509102,270.509,4141,2067,2074,5.2,42,0.0,0.7,270.509102,270.509,6717,2045,1560,3112,6.2,35,0.0,0.6,270.509102,270.509,6361,1911,1703,2747
23-10-25-0.8,500,50,2772,24348,176.6,10436,0.0,0.3,430.599690,430.600,4481,2547,1934,60.2,2412,0.0,0.3,430.599690,430.600,4235,2284,1951,681.1,53286,0.0,0.3,430.599690,430.600,8808,2016,1466,5326,93.1,1283,0.0,0.2,430.599690,430.600,7230,1853,1135,4242
24-10-25-0.8,500,100,2810,23810,25.5,1592,0.0,0.1,483.425868,483.426,2936,1584,1352,12.7,1907,0.0,0.0,483.425868,483.426,2339,1313,1026,6.2,103,0.0,0.0,483.425868,483.426,3774,1351,963,1460,2.7,28,0.0,0.0,483.425868,483.426,3318,1284,910,1124
25-10-25-0.8,500,167,3078,29866,10.3,1473,0.0,0.0,499.067795,499.068,1831,1187,644,1.6,123,0.0,0.0,499.067779,499.068,1863,1195,668,19.7,1215,0.0,0.0,499.067718,499.068,3148,1182,556,1410,10.0,652,0.0,0.0,499.067791,499.068,2979,1233,566,1180
26-10-25-0.8,600,5,5086,70238,9.8,96,0.0,1.3,343.158615,343.159,5502,3028,2474,8.7,71,0.0,1.3,343.158615,343.159,5094,2675,2419,15.6,57,0.0,1.1,343.158615,343.159,7167,2825,1753,2589,11.7,45,0.0,1.1,343.158615,343.159,7043,2814,1913,2316
27-10-25-0.8,600,10,5420,75078,20.7,314,0.0,0.6,417.266940,417.267,5630,3005,2625,24.1,331,0.0,0.7,417.266940,417.267,4675,2520,2155,25.7,143,0.0,0.5,417.266940,417.267,8982,2990,2112,3880,21.4,127,0.0,0.6,417.266940,417.267,7206,2619,1942,2645
28-10-25-0.8,600,60,5338,78458,112.0,3652,0.0,0.2,559.023234,559.023,4293,2447,1846,428.4,26452,0.0,0.2,559.023234,559.023,3695,1939,1756,456.6,25589,0.0,0.1,559.023554,559.024,5586,1935,1407,2244,454.4,25865,0.0,0.1,559.023234,559.023,5358,1955,1507,1896
29-10-25-0.8,600,120,4982,67654,66.9,5869,0.0,0.0,592.421071,592.421,2381,1514,867,17.3,1556,0.0,0.0,592.421070,592.421,2152,1372,780,275.6,27937,0.0,0.0,592.421070,592.421,3861,1383,822,1656,41.4,1231,0.0,0.0,592.421071,592.421,3350,1346,634,1370
30-10-25-0.8,600,200,4284,48514,0.0,0,0.0,0.0,600.000000,600.000,0,0,0,0.0,0,0.0,0.0,600.000000,600.000,0,0,0,0.0,0,0.0,0.0,600.000000,600.000,0,0,0,0,0.0,0,0.0,0.0,600.000000,600.000,0,0,0,0
31-10-25-0.8,700,5,8624,152102,16.2,103,0.0,1.5,471.243007,471.243,5649,3491,2158,16.7,97,0.0,1.4,471.243007,471.243,6025,3490,2535,30.8,69,0.0,1.4,471.243007,471.243,9207,3651,2282,3274,30.4,83,0.0,1.3,471.243007,471.243,8523,3394,2351,2778
32-10-25-0.8,700,10,7294,123992,21.9,126,0.0,0.5,512.626067,512.626,6123,3519,2604,22.4,117,0.0,0.5,512.626067,512.626,6342,3592,2750,28.0,71,0.0,0.5,512.626067,512.626,6458,3266,2036,1156,30.2,112,0.0,0.4,512.626067,512.626,7071,3302,2176,1593
33-10-25-0.8,700,70,7110,121930,918.8,50813,0.0,0.1,673.223932,673.224,3756,2333,1423,1242.6,78080,0.0,0.1,673.223932,673.224,3416,2166,1250,1079.5,52770,0.0,0.1,673.223932,673.224,6553,2241,1278,3034,782.8,35162,0.0,0.1,673.223932,673.224,5230,2088,1288,1854
34-10-25-0.8,700,140,8044,141988,5.9,461,0.0,0.0,699.357886,699.358,2706,1768,938,1.6,26,0.0,0.0,699.357813,699.358,2626,1698,928,8.3,60,0.0,0.0,699.357859,699.358,3092,1755,913,424,5.7,39,0.0,0.0,699.357904,699.358,2901,1686,905,310
35-10-25-0.8,800,5,14838,312066,18.4,75,0.0,1.2,611.904926,611.905,5531,3448,2083,18.5,81,0.0,1.2,611.904926,611.905,5593,3452,2141,44.4,78,0.0,1.2,611.904926,611.905,6976,3699,2347,930,39.6,67,0.0,1.2,611.904926,611.905,6616,3538,2424,654
36-10-25-0.8,800,10,10904,224412,TL,20918,0.4,1.6,620.970150,623.177,10745,5983,4762,TL,15769,0.4,1.6,621.064256,623.542,11459,5998,5461,TL,15480,0.5,1.6,621.245561,624.677,16061,5687,4942,5432,TL,18112,0.5,1.5,621.245561,624.680,15241,5529,4739,4973
37-10-25-0.8,800,80,9072,186296,340.6,15019,0.0,0.1,777.419376,777.419,3510,2456,1054,261.3,11065,0.0,0.1,777.419376,777.419,3195,2243,952,442.2,9415,0.0,0.1,777.419384,777.419,6624,2666,1066,2892,877.4,31525,0.0,0.1,777.419384,777.419,4826,2183,1009,1634
38-10-25-0.8,900,5,21526,466312,75.6,279,0.0,1.2,723.503038,723.503,7473,4739,2734,46.0,184,0.0,1.2,723.503038,723.503,6859,4550,2309,156.0,239,0.0,1.2,723.503038,723.503,9097,4736,2614,1747,173.4,251,0.0,1.1,723.503038,723.503,9472,4601,2859,2012
39-10-25-0.8,900,10,21248,471774,TL,31694,0.3,0.9,787.414761,789.965,8809,4832,3977,TL,32880,0.3,0.8,787.655274,789.971,8672,4819,3853,2028.9,14130,0.0,0.8,787.655274,787.655,8751,4755,2921,1075,2876.5,23455,0.0,0.8,787.655274,787.655,8703,4699,2895,1109
40-10-25-0.8,900,90,14636,345298,377.8,14063,0.0,0.1,889.914755,889.915,2514,2077,437,300.4,12816,0.0,0.1,889.915072,889.915,2740,2218,522,613.9,21690,0.0,0.1,889.914737,889.915,3623,2123,418,1082,269.2,6366,0.0,0.1,889.914755,889.915,3291,2127,396,768
