,,,,,,,,,bB&C-I,,,,,,,,,bB&C-I+E,,,,,,,,,bB&C-I+L,,,,,,,,,,bB&C-I+E+L,,,,,,,,,
id,|I|,K,r,R,theta,p_s,#C1,#CP,T,N,Gap(%),RGap(%),Obj,UB,#Cut,#MaxSM,#OA,T,N,Gap(%),RGap(%),Obj,UB,#Cut,#MaxSM,#EOA,T,N,Gap(%),RGap(%),Obj,UB,#Cut,#MaxSM,#OA,#LS,T,N,Gap(%),RGap(%),Obj,UB,#Cut,#MaxSM,#EOA,#LS
21-2-20-0.1-0.2,500,5,2,20,0.1,0.2,724,13294,0.9,64,0.0,1.6,89.630400,89.630,2071,769,1302,0.8,40,0.0,1.5,89.630400,89.630,1814,725,1089,1.7,12,0.0,0.2,89.630400,89.630,2951,768,915,1268,1.1,17,0.0,0.3,89.630400,89.630,2918,765,847,1306
21-2-20-0.1-0.5,500,5,2,20,0.1,0.5,724,13294,0.8,50,0.0,0.5,175.068750,175.069,1565,657,908,0.8,43,0.0,0.5,175.068750,175.069,1667,662,1005,1.3,15,0.0,0.3,175.068750,175.069,2012,626,778,608,1.1,11,0.0,0.2,175.068750,175.069,2183,641,812,730
21-2-20-0.2-0.1,500,5,2,20,0.2,0.1,724,13294,0.6,40,0.0,1.2,54.712240,54.712,1644,686,958,0.5,38,0.0,1.3,54.712240,54.712,1598,695,903,0.3,0,0.0,0.0,54.712240,54.712,1628,668,750,210,0.3,0,0.0,0.0,54.712240,54.712,1646,663,745,238
21-2-20-0.2-0.2,500,5,2,20,0.2,0.2,724,13294,0.8,33,0.0,0.7,87.204800,87.205,1539,661,878,0.6,29,0.0,0.8,87.204800,87.205,1432,654,778,0.7,0,0.0,0.0,87.204800,87.205,2046,666,735,645,1.1,5,0.0,0.0,87.204800,87.205,1941,653,738,550
21-2-20-0.2-0.5,500,5,2,20,0.2,0.5,724,13294,0.7,28,0.0,0.4,171.950000,171.950,1527,658,869,0.9,34,0.0,0.5,171.950000,171.950,1566,664,902,0.8,9,0.0,0.1,171.950000,171.950,1937,626,818,493,0.8,11,0.0,0.1,171.950000,171.950,1956,647,814,495
22-1-20-0.01-0.1,500,10,1,20,0.01,0.1,576,10474,32.5,3033,0.0,2.4,70.613579,70.614,2629,902,1727,14.8,2469,0.0,2.4,70.613579,70.614,2577,840,1737,6.6,53,0.0,0.6,70.613579,70.614,3650,773,1036,1841,10.2,54,0.0,0.6,70.613579,70.614,3795,780,1163,1852
22-1-20-0.01-0.2,500,10,1,20,0.01,0.2,576,10474,12.3,2211,0.0,1.8,114.294615,114.295,2388,806,1582,7.4,1215,0.0,1.6,114.294615,114.295,2333,775,1558,6.0,137,0.0,0.9,114.294615,114.295,4426,752,1382,2292,7.4,95,0.0,0.7,114.294615,114.295,4059,739,1321,1999
22-1-20-0.01-0.5,500,10,1,20,0.01,0.5,576,10474,24.4,2556,0.0,1.2,210.477656,210.478,2561,906,1655,8.6,1048,0.0,1.0,210.477656,210.478,2649,929,1720,4.7,72,0.0,0.6,210.477656,210.478,3878,825,1255,1798,7.7,54,0.0,0.5,210.477656,210.478,3621,802,1257,1562
22-1-20-0.1-0.1,500,10,1,20,0.1,0.1,576,10474,17.5,2131,0.0,2.8,68.157799,68.158,2450,843,1607,15.2,2444,0.0,2.4,68.157799,68.158,2570,848,1722,6.4,79,0.0,0.6,68.157799,68.158,3410,739,968,1703,10.8,63,0.0,0.7,68.157799,68.158,3341,743,995,1603
22-1-20-0.1-0.2,500,10,1,20,0.1,0.2,576,10474,9.5,1693,0.0,1.6,110.213286,110.213,2159,708,1451,7.8,1165,0.0,1.3,110.213286,110.213,2345,718,1627,5.1,82,0.0,0.8,110.213286,110.213,4061,683,1286,2092,6.8,89,0.0,0.8,110.213286,110.213,3633,668,1279,1686
22-1-20-0.1-0.5,500,10,1,20,0.1,0.5,576,10474,5.7,618,0.0,1.0,206.479688,206.480,2255,818,1437,23.6,1540,0.0,1.3,206.479688,206.480,2187,806,1381,3.0,53,0.0,0.5,206.479688,206.480,3387,758,1143,1486,8.5,77,0.0,0.7,206.479688,206.480,3336,722,1096,1518
22-1-20-0.2-0.1,500,10,1,20,0.2,0.1,576,10474,14.7,2016,0.0,1.8,65.721782,65.722,2189,761,1428,9.9,2063,0.0,1.9,65.721782,65.722,2084,749,1335,5.5,37,0.0,0.5,65.721782,65.722,3210,727,950,1533,5.6,36,0.0,0.5,65.721782,65.722,2998,698,992,1308
22-1-20-0.2-0.2,500,10,1,20,0.2,0.2,576,10474,9.5,1720,0.0,1.5,105.678477,105.678,2163,697,1466,12.4,1462,0.0,1.5,105.678477,105.678,2327,732,1595,4.0,132,0.0,0.9,105.678477,105.678,3706,694,1064,1948,6.5,120,0.0,0.8,105.678477,105.678,3499,685,1068,1746
22-1-20-0.2-0.5,500,10,1,20,0.2,0.5,576,10474,3.7,270,0.0,0.7,202.150000,202.150,2195,819,1376,3.6,198,0.0,0.8,202.150000,202.150,2237,842,1395,8.6,59,0.0,0.6,202.150000,202.150,3378,784,1098,1496,2.7,35,0.0,0.5,202.150000,202.150,3294,776,1136,1382
22-2-20-0.01-0.1,500,10,2,20,0.01,0.1,660,10390,11.0,2131,0.0,3.0,76.446073,76.446,2431,904,1527,16.6,1696,0.0,2.8,76.446073,76.446,2422,874,1548,1.4,20,0.0,0.3,76.446073,76.446,3343,721,905,1717,2.2,32,0.0,0.3,76.446073,76.446,3455,744,906,1805
22-2-20-0.01-0.2,500,10,2,20,0.01,0.2,660,10390,21.6,2493,0.0,2.4,117.593777,117.594,2403,748,1655,9.4,1656,0.0,1.8,117.593777,117.594,2314,748,1566,3.4,95,0.0,1.0,117.593777,117.594,4462,728,1164,2570,7.8,137,0.0,1.0,117.593777,117.594,4508,764,1366,2378
22-2-20-0.01-0.5,500,10,2,20,0.01,0.5,660,10390,14.5,1670,0.0,1.2,212.260156,212.260,2392,920,1472,6.5,771,0.0,1.1,212.260156,212.260,2279,856,1423,2.9,75,0.0,0.8,212.260156,212.260,4008,775,1119,2114,5.0,31,0.0,0.5,212.260156,212.260,3661,763,1156,1742
22-2-20-0.1-0.1,500,10,2,20,0.1,0.1,660,10390,10.4,1153,0.0,3.1,74.460066,74.460,2673,841,1832,14.6,2454,0.0,3.0,74.460066,74.460,2529,808,1721,6.6,25,0.0,0.2,74.460066,74.460,3327,759,967,1601,1.6,30,0.0,0.3,74.460066,74.460,3168,729,930,1509
22-2-20-0.1-0.2,500,10,2,20,0.1,0.2,660,10390,12.2,2404,0.0,2.1,113.974963,113.975,2236,768,1468,7.7,1319,0.0,1.9,113.974963,113.975,2239,760,1479,8.9,100,0.0,1.2,113.974963,113.975,4540,747,1199,2594,2.2,71,0.0,0.8,113.974963,113.975,3450,752,1029,1669
22-2-20-0.1-0.5,500,10,2,20,0.1,0.5,660,10390,18.6,1890,0.0,1.5,208.554688,208.555,2283,854,1429,3.1,231,0.0,0.9,208.554688,208.555,2235,837,1398,4.4,19,0.0,0.4,208.554688,208.555,2965,735,974,1256,1.9,29,0.0,0.5,208.554688,208.555,3201,761,1054,1386
22-2-20-0.2-0.1,500,10,2,20,0.2,0.1,660,10390,24.3,2852,0.0,2.5,72.376494,72.376,1986,749,1237,10.5,1059,0.0,1.8,72.376494,72.376,2130,809,1321,1.5,18,0.0,0.1,72.376494,72.376,2926,731,904,1291,1.9,17,0.0,0.1,72.376494,72.376,2845,708,907,1230
22-2-20-0.2-0.2,500,10,2,20,0.2,0.2,660,10390,3.6,477,0.0,1.4,110.511078,110.511,2079,750,1329,9.0,666,0.0,1.5,110.511078,110.511,2106,757,1349,4.5,27,0.0,0.5,110.511078,110.511,3311,735,897,1679,2.9,28,0.0,0.5,110.511078,110.511,3551,745,970,1836
22-2-20-0.2-0.5,500,10,2,20,0.2,0.5,660,10390,3.1,182,0.0,0.6,204.437500,204.438,2216,915,1301,3.6,259,0.0,1.0,204.437500,204.438,2167,841,1326,2.2,33,0.0,0.3,204.437500,204.438,3120,736,1006,1378,1.8,17,0.0,0.3,204.437500,204.438,2701,738,1011,952
23-1-20-0.01-0.1,500,50,1,20,0.01,0.1,600,11818,TL,237926,1.4,3.6,220.492681,223.588,3996,753,3243,TL,222303,1.1,3.1,220.432765,222.906,3892,737,3155,TL,56935,1.1,2.4,220.432765,222.761,27297,902,2968,23427,TL,145035,0.9,2.2,220.432765,222.431,19478,817,2878,15783
23-1-20-0.01-0.2,500,50,1,20,0.01,0.2,600,11818,TL,200338,0.9,2.2,294.473424,297.098,3696,803,2893,TL,232694,0.7,1.9,294.564723,296.547,3808,767,3041,TL,107851,0.8,1.7,294.473424,296.906,23091,813,2659,19619,TL,197277,0.7,1.5,294.471304,296.535,16823,759,2639,13425
23-1-20-0.01-0.5,500,50,1,20,0.01,0.5,600,11818,TL,348480,0.2,0.9,400.839388,401.741,3514,753,2761,TL,349909,0.2,0.6,400.876308,401.700,3377,701,2676,TL,304925,0.2,0.7,400.828980,401.476,11030,777,2333,7920,TL,349108,0.1,0.6,400.951816,401.453,8595,737,2128,5730
23-1-20-0.1-0.1,500,50,1,20,0.1,0.1,600,11818,TL,241692,1.3,3.6,209.227201,211.992,3813,731,3082,TL,246285,1.2,3.1,209.227201,211.841,3541,702,2839,TL,76125,1.1,2.2,209.227201,211.452,25258,793,2860,21605,TL,136183,0.9,2.0,209.227201,211.115,20594,748,2594,17252
23-1-20-0.1-0.2,500,50,1,20,0.1,0.2,600,11818,TL,212344,0.8,2.1,279.958690,282.177,3358,654,2704,TL,235117,0.6,1.7,279.958690,281.739,3157,628,2529,TL,131700,0.6,1.5,279.958690,281.694,21837,710,2484,18643,TL,179806,0.6,1.4,279.958690,281.532,17530,644,2233,14653
23-1-20-0.1-0.5,500,50,1,20,0.1,0.5,600,11818,TL,340221,0.2,0.8,388.292804,388.959,3232,695,2537,TL,366296,0.1,0.6,388.259808,388.788,3341,689,2652,TL,315962,0.2,0.7,387.938686,388.879,11213,747,2250,8216,3001.8,156392,0.0,0.5,388.418985,388.419,8944,741,2057,6146
23-1-20-0.2-0.1,500,50,1,20,0.2,0.1,600,11818,TL,259811,1.6,3.9,197.221377,200.461,3929,705,3224,TL,265965,1.5,3.3,197.221377,200.115,3501,671,2830,TL,115708,1.4,2.4,197.221377,199.886,32239,780,2957,28502,TL,86341,1.2,2.2,197.221377,199.501,26387,730,2848,22809
23-1-20-0.2-0.2,500,50,1,20,0.2,0.2,600,11818,TL,231875,0.8,2.1,263.828510,265.801,3418,651,2767,TL,247518,0.7,1.7,263.835743,265.603,3452,644,2808,TL,129007,0.8,1.6,263.780023,265.801,22835,685,2488,19662,TL,52641,0.5,1.3,264.064601,265.498,18933,676,2198,16059
23-1-20-0.2-0.5,500,50,1,20,0.2,0.5,600,11818,TL,391106,0.2,0.7,374.420752,375.161,3609,730,2879,TL,408042,0.1,0.6,374.652002,374.987,3288,698,2590,TL,358061,0.1,0.7,374.496484,375.006,10903,754,2245,7904,550.1,21324,0.0,0.5,374.777051,374.777,9665,712,2071,6882
23-2-20-0.01-0.1,500,50,2,20,0.01,0.1,718,11700,TL,259968,2.6,5.4,229.894875,235.967,3923,746,3177,TL,248743,2.2,4.6,229.894875,234.961,3420,708,2712,TL,17344,1.9,3.6,229.894875,234.335,46505,1005,2812,42688,TL,129046,1.7,3.2,229.894875,233.799,31894,782,2851,28261
23-2-20-0.01-0.2,500,50,2,20,0.01,0.2,718,11700,TL,247919,1.0,2.6,299.557028,302.593,3592,737,2855,TL,244284,0.7,2.0,299.688563,301.861,3524,705,2819,TL,66521,0.8,1.8,299.622255,302.180,28473,823,2521,25129,TL,171218,0.7,1.6,299.532761,301.742,19342,737,2553,16052
23-2-20-0.01-0.5,500,50,2,20,0.01,0.5,718,11700,TL,341691,0.2,0.8,402.114531,402.959,3371,745,2626,TL,359899,0.1,0.6,402.301984,402.742,3289,734,2555,TL,279265,0.1,0.6,402.163429,402.722,11698,778,2145,8775,685.4,28529,0.0,0.5,402.479964,402.480,9875,736,1878,7261
23-2-20-0.1-0.1,500,50,2,20,0.1,0.1,718,11700,TL,213159,2.5,5.4,220.542727,226.147,4031,720,3311,TL,204613,2.3,4.4,220.498168,225.523,4176,704,3472,TL,14894,2.1,3.5,220.498168,225.076,44319,819,2445,41055,TL,45093,1.6,2.9,220.510768,224.084,31343,762,2861,27720
23-2-20-0.1-0.2,500,50,2,20,0.1,0.2,718,11700,TL,271601,0.9,2.3,285.934488,288.476,3509,683,2826,TL,286529,0.7,1.9,285.920957,288.000,3301,655,2646,TL,84479,0.8,1.7,285.920957,288.253,26651,767,2475,23409,TL,120509,0.7,1.5,285.951036,288.065,22756,687,2386,19683
23-2-20-0.1-0.5,500,50,2,20,0.1,0.5,718,11700,TL,439236,0.0,0.6,390.552631,390.705,3460,727,2733,1425.6,169344,0.0,0.5,390.585986,390.586,3224,704,2520,1273.5,63526,0.0,0.5,390.585986,390.586,11629,718,2036,8875,265.5,9910,0.0,0.4,390.585986,390.586,9555,697,1858,7000
23-2-20-0.2-0.1,500,50,2,20,0.2,0.1,718,11700,TL,174861,1.9,4.7,212.474679,216.498,3861,725,3136,TL,221220,1.6,3.8,212.474679,215.779,3517,675,2842,TL,14325,1.2,2.4,212.474679,214.996,44615,759,2174,41682,TL,13871,1.0,2.0,212.474679,214.637,33240,691,2057,30492
23-2-20-0.2-0.2,500,50,2,20,0.2,0.2,718,11700,TL,247378,0.8,2.5,271.928967,274.180,3402,695,2707,TL,314521,0.7,2.0,271.946282,273.768,3391,666,2725,TL,121043,0.7,1.7,271.951251,273.789,24559,707,2427,21425,TL,167222,0.6,1.4,272.079468,273.662,25981,717,2332,22932
23-2-20-0.2-0.5,500,50,2,20,0.2,0.5,718,11700,TL,420233,0.1,0.6,377.727026,378.075,3277,718,2559,334.4,41203,0.0,0.4,377.877441,377.877,3113,685,2428,189.1,6123,0.0,0.5,377.877441,377.877,10952,702,1927,8323,163.6,4815,0.0,0.4,377.877441,377.877,9604,719,1832,7053
24-1-20-0.01-0.1,500,100,1,20,0.01,0.1,596,11906,TL,104776,2.8,4.8,302.013064,310.432,4828,705,4123,TL,159503,2.5,4.0,302.013064,309.596,4431,655,3776,TL,7581,3.0,3.7,302.013064,311.047,59895,792,3579,55524,TL,15698,2.5,3.2,302.013064,309.430,34691,709,3066,30916
24-1-20-0.01-0.2,500,100,1,20,0.01,0.2,596,11906,TL,191978,1.5,2.9,376.111101,381.759,4335,683,3652,TL,179078,1.3,2.3,376.329915,381.209,4505,628,3877,TL,47308,1.5,2.3,376.111101,381.624,26906,722,3522,22662,TL,182487,1.2,2.0,376.368252,380.968,17842,643,3673,13526
24-1-20-0.01-0.5,500,100,1,20,0.01,0.5,596,11906,TL,277860,0.6,1.1,463.642470,466.553,3647,672,2975,TL,331566,0.3,0.7,464.906527,466.364,3417,625,2792,TL,175876,0.6,1.1,463.454081,466.446,14312,665,2661,10986,TL,208115,0.2,0.5,465.370317,466.175,10220,663,2255,7302
24-1-20-0.1-0.1,500,100,1,20,0.1,0.1,596,11906,TL,149641,2.5,4.4,288.790280,295.869,4191,646,3545,TL,194642,2.2,4.0,288.790280,295.271,3902,628,3274,TL,10035,2.4,3.1,288.790280,295.741,55560,708,2904,51948,TL,16482,2.2,2.8,288.790280,295.190,43105,672,2627,39806
24-1-20-0.1-0.2,500,100,1,20,0.1,0.2,596,11906,TL,164840,1.2,2.7,358.773550,363.192,3889,636,3253,TL,201995,1.1,2.2,358.861958,362.922,3804,607,3197,TL,24312,1.2,1.9,359.101694,363.387,27079,690,2763,23626,TL,43278,1.0,1.6,359.117583,362.788,20990,640,2600,17750
24-1-20-0.1-0.5,500,100,1,20,0.1,0.5,596,11906,TL,258886,0.5,1.1,449.397302,451.852,3652,640,3012,TL,295810,0.3,0.7,450.374094,451.695,2978,593,2385,TL,224712,0.4,0.9,449.787978,451.737,14708,686,2466,11556,TL,306801,0.2,0.6,450.638531,451.728,11514,641,2333,8540
24-1-20-0.2-0.1,500,100,1,20,0.2,0.1,596,11906,TL,200353,2.0,4.0,275.315133,280.884,3726,657,3069,TL,178879,1.9,3.5,275.315133,280.552,3789,646,3143,TL,6952,1.7,2.5,275.315133,280.087,61295,681,2450,58164,TL,10209,1.6,2.3,275.315133,279.833,54756,660,2364,51732
24-1-20-0.2-0.2,500,100,1,20,0.2,0.2,596,11906,TL,167242,1.1,2.5,340.424280,344.225,3663,606,3057,TL,189687,1.1,2.2,340.424280,344.041,3496,582,2914,TL,30257,1.1,1.8,340.424280,344.255,29664,636,2508,26520,TL,38394,0.9,1.5,340.793417,343.832,25526,601,2431,22494
24-1-20-0.2-0.5,500,100,1,20,0.2,0.5,596,11906,TL,280909,0.5,1.0,433.769653,436.079,3371,637,2734,TL,291916,0.3,0.7,434.745020,435.974,3288,615,2673,TL,243754,0.4,0.8,434.084082,436.014,12516,638,2172,9706,TL,239992,0.2,0.4,435.107568,435.831,10830,623,2083,8124
24-2-20-0.01-0.1,500,100,2,20,0.01,0.1,698,11804,TL,139141,3.2,5.4,312.196319,322.091,4947,808,4139,TL,197632,2.6,4.6,312.196319,320.381,4441,735,3706,TL,4974,2.7,3.9,312.196319,320.538,71117,944,3805,66368,TL,11350,2.5,3.2,312.196319,319.937,45515,806,3205,41504
24-2-20-0.01-0.2,500,100,2,20,0.01,0.2,698,11804,TL,160842,1.6,3.1,380.531187,386.566,4331,664,3667,TL,201467,1.3,2.6,380.655493,385.662,4094,632,3462,TL,22482,1.6,2.3,380.531187,386.461,30378,764,3206,26408,TL,130620,1.3,2.0,380.531187,385.575,19689,670,3323,15696
24-2-20-0.01-0.5,500,100,2,20,0.01,0.5,698,11804,TL,278768,0.6,1.0,465.161321,467.739,3648,707,2941,TL,329593,0.3,0.6,466.221399,467.456,3173,603,2570,TL,201268,0.5,1.0,465.141381,467.583,13669,708,2401,10560,TL,293968,0.2,0.5,466.278259,467.461,10256,666,2358,7232
24-2-20-0.1-0.1,500,100,2,20,0.1,0.1,698,11804,TL,161294,2.4,4.7,301.047201,308.317,4567,717,3850,TL,245304,2.2,4.3,301.047201,307.749,4167,673,3494,TL,4426,2.1,2.9,301.047201,307.235,74726,829,3073,70824,TL,9775,1.8,2.6,301.047201,306.593,65117,751,2976,61390
24-2-20-0.1-0.2,500,100,2,20,0.1,0.2,698,11804,TL,186494,1.5,2.9,364.141995,369.599,3903,679,3224,TL,253694,1.3,2.5,364.173004,368.832,4012,628,3384,TL,19890,1.4,2.2,364.141995,369.166,34170,730,2788,30652,TL,107722,1.2,1.9,364.141995,368.553,25849,713,3176,21960
24-2-20-0.1-0.5,500,100,2,20,0.1,0.5,698,11804,TL,280580,0.5,1.0,451.177118,453.501,3339,626,2713,TL,362668,0.2,0.6,452.566479,453.355,3231,603,2628,TL,196195,0.5,0.9,451.316656,453.536,14198,660,2442,11096,TL,286130,0.2,0.5,452.338892,453.402,10839,619,2154,8066
24-2-20-0.2-0.1,500,100,2,20,0.2,0.1,698,11804,TL,195114,1.8,3.8,290.065747,295.386,3838,681,3157,TL,315367,1.8,3.5,290.065747,295.225,3577,646,2931,TL,7258,1.2,2.0,290.065747,293.667,64579,701,2291,61587,TL,7610,1.2,1.8,290.065747,293.559,59039,675,2147,56217
24-2-20-0.2-0.2,500,100,2,20,0.2,0.2,698,11804,TL,168629,1.2,2.6,348.041073,352.118,3638,614,3024,TL,225292,1.1,2.3,348.039167,351.763,3619,593,3026,TL,44412,1.1,1.7,348.041073,351.681,31451,652,2713,28086,TL,85936,1.0,1.5,348.041073,351.425,29367,640,2537,26190
24-2-20-0.2-0.5,500,100,2,20,0.2,0.5,698,11804,TL,306913,0.5,1.0,436.565771,438.718,3219,613,2606,TL,463936,0.2,0.6,437.392358,438.515,3052,589,2463,TL,109790,0.5,0.8,436.631323,438.589,14130,629,2029,11472,TL,252541,0.1,0.4,437.846094,438.527,11351,599,2004,8748
25-1-20-0.01-0.1,500,167,1,20,0.01,0.1,610,14610,TL,98964,2.3,4.8,390.620931,399.761,4391,575,3816,TL,170160,2.0,4.2,390.620931,398.282,3895,555,3340,TL,8716,2.4,3.0,390.687688,400.169,46906,624,2986,43296,TL,70633,1.8,2.6,391.203884,398.204,28766,568,3095,25103
25-1-20-0.01-0.2,500,167,1,20,0.01,0.2,610,14610,TL,131119,2.0,3.6,443.739173,452.631,4668,584,4084,TL,140868,1.1,2.5,446.332934,451.465,4690,561,4129,TL,22148,1.5,2.1,445.216815,451.940,28315,650,3357,24308,TL,68448,1.0,1.5,446.372853,451.033,16731,589,2922,13220
25-1-20-0.01-0.5,500,167,1,20,0.01,0.5,610,14610,TL,179347,0.9,1.4,490.635386,495.192,3460,609,2851,TL,166921,0.3,0.7,493.376855,495.086,2827,557,2270,TL,106090,0.9,1.2,490.635386,495.159,17508,597,2489,14422,TL,122166,0.3,0.5,493.479190,495.038,10399,555,2162,7682
25-1-20-0.1-0.1,500,167,1,20,0.1,0.1,610,14610,TL,123803,2.4,4.8,371.917364,380.795,4192,571,3621,TL,189245,2.3,4.4,371.917364,380.457,3508,551,2957,TL,17019,2.5,3.1,371.917364,381.318,41880,596,2830,38454,TL,18054,2.2,2.9,371.917364,380.283,33615,576,2801,30238
25-1-20-0.1-0.2,500,167,1,20,0.1,0.2,610,14610,TL,133669,1.8,3.8,424.229941,431.904,4771,573,4198,TL,158914,1.1,2.7,426.717373,431.590,4605,546,4059,TL,16074,1.7,2.4,424.621615,431.872,29873,591,2942,26340,TL,52290,0.9,1.5,427.126100,431.124,22637,573,2872,19192
25-1-20-0.1-0.5,500,167,1,20,0.1,0.5,610,14610,TL,174571,0.9,1.5,476.398226,480.753,3302,588,2714,TL,208624,0.3,0.8,479.185900,480.572,2985,558,2427,TL,120490,0.6,0.9,477.958581,480.683,17794,583,2511,14700,TL,97902,0.3,0.5,479.186794,480.596,12864,557,1992,10315
25-1-20-0.2-0.1,500,167,1,20,0.2,0.1,610,14610,TL,180968,2.2,4.3,354.162676,362.114,3549,554,2995,TL,202183,2.0,4.1,354.162676,361.438,3392,545,2847,TL,11417,2.3,2.7,354.346090,362.600,50267,587,2412,47268,TL,29027,2.0,2.5,354.477827,361.724,39274,580,2456,36238
25-1-20-0.2-0.2,500,167,1,20,0.2,0.2,610,14610,TL,180708,1.6,3.4,404.684185,411.180,3943,546,3397,TL,168111,1.1,2.6,406.429972,411.058,3766,539,3227,TL,88351,1.5,2.1,404.792366,411.000,31735,580,2699,28456,TL,76277,0.9,1.5,406.804037,410.610,27589,555,2670,24364
25-1-20-0.2-0.5,500,167,1,20,0.2,0.5,610,14610,TL,200786,0.7,1.3,463.021281,466.084,2792,563,2229,TL,232400,0.2,0.7,464.983319,466.005,2679,540,2139,TL,158649,0.4,0.7,464.058118,466.080,15138,559,2083,12496,TL,107004,0.2,0.3,465.194016,465.950,11247,535,1606,9106
25-2-20-0.01-0.1,500,167,2,20,0.01,0.1,716,14504,TL,161094,2.5,5.0,397.161702,407.007,4447,669,3778,TL,174784,2.0,4.2,397.161702,405.201,4300,596,3704,TL,9375,2.3,3.0,397.161702,406.160,49204,707,3257,45240,TL,29590,1.9,2.5,397.173323,404.557,31106,608,2853,27645
25-2-20-0.01-0.2,500,167,2,20,0.01,0.2,716,14504,TL,149240,1.9,3.7,447.094501,455.587,4356,590,3766,TL,164741,1.2,2.7,449.175702,454.782,3762,552,3210,TL,37386,1.6,2.3,447.528757,454.926,29654,655,3541,25458,TL,57175,1.0,1.5,449.679852,454.014,16385,598,2645,13142
25-2-20-0.01-0.5,500,167,2,20,0.01,0.5,716,14504,TL,194174,1.0,1.5,490.777339,495.592,3709,698,3011,TL,220886,0.3,0.7,493.939449,495.342,3286,591,2695,TL,121102,0.9,1.3,490.777339,495.461,19251,617,2639,15995,TL,97632,0.3,0.5,493.755057,495.373,12315,590,2179,9546
25-2-20-0.1-0.1,500,167,2,20,0.1,0.1,716,14504,TL,163054,2.3,4.8,380.845458,389.577,4165,563,3602,TL,260282,2.1,4.4,380.845458,388.812,3475,545,2930,TL,23121,2.3,2.9,380.845458,389.732,40650,639,2879,37132,TL,34925,2.0,2.6,381.165439,388.916,34378,568,2398,31412
25-2-20-0.1-0.2,500,167,2,20,0.1,0.2,716,14504,TL,168219,1.6,3.5,429.561910,436.667,3785,572,3213,TL,209678,1.2,2.8,430.832380,436.182,4021,553,3468,TL,25672,1.5,2.2,429.743199,436.124,31428,622,2623,28183,TL,59283,0.9,1.5,431.514232,435.522,21901,579,2514,18808
25-2-20-0.1-0.5,500,167,2,20,0.1,0.5,716,14504,TL,197456,0.9,1.5,477.782509,482.136,2983,597,2386,TL,236674,0.3,0.8,480.756242,482.036,2789,557,2232,TL,141940,0.5,0.8,479.625712,482.193,15031,605,2114,12312,TL,180408,0.3,0.5,480.752597,482.011,10932,554,1956,8422
25-2-20-0.2-0.1,500,167,2,20,0.2,0.1,716,14504,TL,196499,1.9,4.1,366.097159,373.024,3539,537,3002,TL,340377,1.8,3.7,366.097159,372.846,2864,544,2320,TL,15146,2.0,2.4,366.097159,373.410,40579,617,2419,37543,TL,42143,1.9,2.3,366.097159,372.878,38526,579,2109,35838
25-2-20-0.2-0.2,500,167,2,20,0.2,0.2,716,14504,TL,187694,1.3,3.0,412.690629,417.978,3522,553,2969,TL,259049,0.9,2.3,413.863803,417.443,3545,534,3011,TL,30928,1.2,1.8,412.835777,417.776,29083,586,2167,26330,TL,149616,0.8,1.3,414.076859,417.387,26854,593,2563,23698
25-2-20-0.2-0.5,500,167,2,20,0.2,0.5,716,14504,TL,231096,0.5,1.2,466.745911,469.231,2924,589,2335,TL,324492,0.2,0.7,468.271993,469.250,2451,550,1901,TL,188252,0.4,0.6,467.405580,469.218,13471,566,1815,11090,TL,130225,0.1,0.3,468.431998,469.076,9994,547,1419,8028
26-1-20-0.01-0.1,600,5,1,20,0.01,0.1,742,31124,2.5,80,0.0,0.8,93.310529,93.311,2622,868,1754,1.7,79,0.0,1.2,93.310529,93.311,2608,832,1776,4.9,15,0.0,0.3,93.310529,93.311,3259,827,1756,676,4.4,25,0.0,0.5,93.310529,93.311,3496,852,1959,685
26-1-20-0.01-0.2,600,5,1,20,0.01,0.2,742,31124,2.1,49,0.0,0.4,157.277798,157.278,2645,845,1800,1.4,38,0.0,0.4,157.277798,157.278,2768,837,1931,6.0,17,0.0,0.1,157.277798,157.278,3447,867,1580,1000,2.6,21,0.0,0.2,157.277798,157.278,2831,801,1574,456
26-1-20-0.01-0.5,600,5,1,20,0.01,0.5,742,31124,18.7,939,0.0,1.6,285.708750,285.709,2783,953,1830,7.2,394,0.0,1.3,285.708750,285.709,2700,891,1809,10.2,89,0.0,1.0,285.708750,285.709,3566,824,1467,1275,7.2,94,0.0,1.0,285.708750,285.709,4092,822,1649,1621
26-1-20-0.1-0.1,600,5,1,20,0.1,0.1,742,31124,3.9,45,0.0,0.6,89.318663,89.319,2193,783,1410,1.9,68,0.0,0.8,89.318663,89.319,2486,814,1672,2.7,21,0.0,0.3,89.318663,89.319,2637,756,1438,443,8.6,26,0.0,0.2,89.318663,89.319,3246,865,1723,658
26-1-20-0.1-0.2,600,5,1,20,0.1,0.2,742,31124,1.5,78,0.0,0.8,150.452544,150.453,2286,781,1505,2.7,44,0.0,0.4,150.452544,150.453,2352,770,1582,5.2,20,0.0,0.2,150.452544,150.453,2740,799,1397,544,2.8,27,0.0,0.3,150.452544,150.453,3321,807,1532,982
26-1-20-0.1-0.5,600,5,1,20,0.1,0.5,742,31124,18.5,2043,0.0,2.6,277.462500,277.462,2670,922,1748,16.9,1438,0.0,2.2,277.462500,277.462,2800,905,1895,10.8,162,0.0,1.5,277.462500,277.462,5005,874,1668,2463,11.0,169,0.0,1.8,277.462500,277.462,5726,874,1531,3321
