,,,,,,,,,bB&C-I,,,,,,,,,bB&C-I+E,,,,,,,,,bB&C-I+L,,,,,,,,,,bB&C-I+E+L,,,,,,,,,
id,|I|,K,r,R,theta,low p_i (%),#C1,#CP,T,N,Gap(%),RGap(%),Obj,UB,#Cut,#MaxSM,#OA,T,N,Gap(%),RGap(%),Obj,UB,#Cut,#MaxSM,#EOA,T,N,Gap(%),RGap(%),Obj,UB,#Cut,#MaxSM,#OA,#LS,T,N,Gap(%),RGap(%),Obj,UB,#Cut,#MaxSM,#EOA,#LS
10-1-20-0.1-50,200,67,1,20,0.1,50,214,1014,2.3,1029,0.0,0.4,132.104533,132.105,1054,385,669,1.4,512,0.0,0.3,132.104533,132.105,1002,362,640,4.1,2149,0.0,0.1,132.104533,132.105,1300,361,421,518,1.8,512,0.0,0.1,132.104533,132.105,1256,358,424,474
10-1-20-0.1-90,200,67,1,20,0.1,90,214,1014,1.8,767,0.0,0.4,104.169361,104.169,694,321,373,1.6,557,0.0,0.4,104.169361,104.169,738,331,407,0.7,225,0.0,0.1,104.169361,104.169,1220,300,290,630,0.7,167,0.0,0.1,104.169361,104.169,1295,304,303,688
10-1-20-0.2-10,200,67,1,20,0.2,10,214,1014,5.8,2033,0.0,0.9,137.759237,137.759,1299,526,773,3.8,1127,0.0,0.6,137.759237,137.759,1115,426,689,2.8,887,0.0,0.2,137.759237,137.759,2068,491,459,1118,5.2,1862,0.0,0.2,137.759237,137.759,1890,433,451,1006
10-1-20-0.2-50,200,67,1,20,0.2,50,214,1014,2.9,1168,0.0,0.6,129.284700,129.285,1068,386,682,2.5,1041,0.0,0.5,129.284700,129.285,1014,374,640,3.6,1604,0.0,0.1,129.284700,129.285,1291,364,407,520,0.5,99,0.0,0.1,129.284700,129.285,1265,360,401,504
10-1-20-0.2-90,200,67,1,20,0.2,90,214,1014,1.9,767,0.0,0.6,102.245536,102.246,797,345,452,3.5,1629,0.0,0.6,102.245631,102.246,819,340,479,0.9,284,0.0,0.2,102.245536,102.246,1363,327,314,722,1.3,468,0.0,0.3,102.245536,102.246,1393,327,306,760
10-2-20-0.01-10,200,67,2,20,0.01,10,246,982,28.2,15509,0.0,1.5,146.111648,146.112,1696,754,942,4.2,1307,0.0,1.2,146.111648,146.112,1373,530,843,6.5,1870,0.0,0.6,146.111648,146.112,3327,613,606,2108,5.4,1292,0.0,0.5,146.111648,146.112,2404,483,599,1322
10-2-20-0.01-50,200,67,2,20,0.01,50,246,982,3.1,911,0.0,0.9,138.657593,138.658,1409,609,800,1.6,525,0.0,0.6,138.657593,138.658,1086,414,672,3.9,1515,0.0,0.3,138.657593,138.658,1791,405,466,920,1.2,347,0.0,0.3,138.657593,138.658,1379,362,417,600
10-2-20-0.01-90,200,67,2,20,0.01,90,246,982,2.4,945,0.0,0.6,114.205787,114.206,738,341,397,1.6,547,0.0,0.6,114.205787,114.206,714,311,403,1.2,473,0.0,0.1,114.205787,114.206,1336,319,279,738,1.4,609,0.0,0.1,114.205787,114.206,1210,302,280,628
10-2-20-0.1-10,200,67,2,20,0.1,10,246,982,15.3,7587,0.0,1.3,143.583147,143.583,1451,540,911,5.5,2228,0.0,1.1,143.583147,143.583,1246,449,797,6.6,1991,0.0,0.4,143.583147,143.583,2911,532,531,1848,9.5,4768,0.0,0.4,143.583147,143.583,2167,469,518,1180
10-2-20-0.1-50,200,67,2,20,0.1,50,246,982,2.9,1186,0.0,0.6,136.320858,136.321,1102,442,660,1.9,649,0.0,0.5,136.320858,136.321,1016,385,631,4.5,2096,0.0,0.1,136.320858,136.321,1486,383,415,688,2.6,1575,0.0,0.1,136.320858,136.321,1292,360,388,544
10-2-20-0.1-90,200,67,2,20,0.1,90,246,982,1.7,644,0.0,0.6,112.562482,112.562,699,321,378,2.5,1193,0.0,0.6,112.562482,112.562,732,323,409,0.7,217,0.0,0.1,112.562482,112.562,1130,296,274,560,0.4,73,0.0,0.1,112.562482,112.562,1126,295,273,558
10-2-20-0.2-10,200,67,2,20,0.2,10,246,982,9.2,4532,0.0,1.0,141.144226,141.144,1286,530,756,5.5,2234,0.0,0.9,141.144226,141.144,1213,475,738,2.2,640,0.0,0.2,141.144226,141.144,1958,471,401,1086,2.3,785,0.0,0.3,141.144226,141.144,1750,411,413,926
10-2-20-0.2-50,200,67,2,20,0.2,50,246,982,3.5,1264,0.0,0.7,133.919881,133.920,1107,421,686,1.8,553,0.0,0.6,133.919881,133.920,1069,399,670,4.9,2235,0.0,0.1,133.919881,133.920,1585,396,447,742,1.9,638,0.0,0.1,133.919881,133.920,1437,382,479,576
10-2-20-0.2-90,200,67,2,20,0.2,90,246,982,1.8,707,0.0,0.7,110.821658,110.822,794,340,454,1.8,591,0.0,0.7,110.821658,110.822,825,341,484,0.9,250,0.0,0.3,110.821658,110.822,1358,313,315,730,1.8,653,0.0,0.2,110.821753,110.822,1308,306,322,680
11-1-20-0.01-10,300,5,1,20,0.01,10,350,2542,0.4,45,0.0,0.7,57.662511,57.663,1189,535,654,0.3,35,0.0,0.7,57.662511,57.663,1109,497,612,0.3,1,0.0,0.0,57.662511,57.663,1504,468,516,520,0.3,7,0.0,0.1,57.662511,57.663,1245,430,492,323
11-1-20-0.01-50,300,5,1,20,0.01,50,350,2542,0.3,30,0.0,0.9,54.750714,54.751,1054,469,585,0.3,27,0.0,0.7,54.750714,54.751,1120,506,614,0.3,15,0.0,0.4,54.750714,54.751,1259,458,485,316,0.3,9,0.0,0.3,54.750714,54.751,1227,455,456,316
11-1-20-0.01-90,300,5,1,20,0.01,90,350,2542,0.1,0,0.0,0.0,50.124202,50.124,682,309,373,0.1,0,0.0,0.0,50.124202,50.124,682,309,373,0.1,0,0.0,0.0,50.124202,50.124,800,309,373,118,0.1,0,0.0,0.0,50.124202,50.124,800,309,373,118
11-1-20-0.1-10,300,5,1,20,0.1,10,350,2542,0.3,43,0.0,1.0,56.984725,56.985,1071,511,560,0.3,35,0.0,1.0,56.984725,56.985,1030,457,573,0.2,0,0.0,0.0,56.984725,56.985,1241,430,430,381,0.2,0,0.0,0.0,56.984725,56.985,1196,417,457,322
11-1-20-0.1-50,300,5,1,20,0.1,50,350,2542,0.2,15,0.0,0.9,53.964286,53.964,992,478,514,0.2,25,0.0,0.7,53.964286,53.964,984,450,534,0.2,5,0.0,0.1,53.964286,53.964,1214,445,400,369,0.2,1,0.0,0.0,53.964286,53.964,1171,427,387,357
11-1-20-0.1-90,300,5,1,20,0.1,90,350,2542,0.1,0,0.0,0.0,48.616591,48.617,751,331,420,0.1,0,0.0,0.0,48.616591,48.617,751,331,420,0.1,0,0.0,0.0,48.616591,48.617,875,329,396,150,0.1,0,0.0,0.0,48.616591,48.617,873,329,396,148
11-1-20-0.2-10,300,5,1,20,0.2,10,350,2542,0.3,38,0.0,0.9,56.231629,56.232,986,477,509,0.2,17,0.0,0.7,56.231629,56.232,968,436,532,0.2,0,0.0,0.0,56.231629,56.232,1148,405,442,301,0.2,0,0.0,0.0,56.231629,56.232,1159,422,442,295
11-1-20-0.2-50,300,5,1,20,0.2,50,350,2542,0.2,27,0.0,0.7,53.201092,53.201,918,446,472,0.2,17,0.0,0.7,53.201092,53.201,910,451,459,0.2,0,0.0,0.0,53.201092,53.201,1201,443,403,355,0.2,0,0.0,0.0,53.201092,53.201,1145,425,396,324
11-1-20-0.2-90,300,5,1,20,0.2,90,350,2542,0.1,3,0.0,0.0,46.961338,46.961,744,318,426,0.2,3,0.0,0.0,46.961338,46.961,773,318,455,0.1,3,0.0,0.0,46.961338,46.961,845,318,383,144,0.2,3,0.0,0.0,46.961338,46.961,845,318,383,144
11-2-20-0.01-10,300,5,2,20,0.01,10,390,2502,0.4,37,0.0,1.3,58.080063,58.080,1168,523,645,0.3,30,0.0,0.9,58.080063,58.080,1099,487,612,0.4,4,0.0,0.0,58.080063,58.080,1344,451,475,418,0.3,3,0.0,0.0,58.080063,58.080,1305,448,459,398
11-2-20-0.01-50,300,5,2,20,0.01,50,390,2502,0.3,40,0.0,0.9,54.750714,54.751,1139,524,615,0.3,25,0.0,1.0,54.750714,54.751,1152,518,634,0.3,10,0.0,0.3,54.750714,54.751,1248,451,484,313,0.3,10,0.0,0.2,54.750714,54.751,1223,447,494,282
11-2-20-0.01-90,300,5,2,20,0.01,90,390,2502,0.0,0,0.0,0.0,50.699464,50.699,680,308,372,0.1,0,0.0,0.0,50.699464,50.699,680,308,372,0.1,0,0.0,0.0,50.699464,50.699,796,308,372,116,0.1,0,0.0,0.0,50.699464,50.699,796,308,372,116
11-2-20-0.1-10,300,5,2,20,0.1,10,390,2502,0.3,52,0.0,1.4,57.433184,57.433,1077,478,599,0.3,35,0.0,0.8,57.433184,57.433,952,442,510,0.2,0,0.0,0.0,57.433184,57.433,1221,437,417,367,0.1,0,0.0,0.0,57.433184,57.433,1115,415,420,280
11-2-20-0.1-50,300,5,2,20,0.1,50,390,2502,0.2,17,0.0,0.6,53.964286,53.964,1005,440,565,0.2,17,0.0,0.9,53.964286,53.964,938,423,515,0.2,5,0.0,0.1,53.964286,53.964,1244,466,402,376,0.2,2,0.0,0.0,53.964286,53.964,1146,432,387,327
11-2-20-0.1-90,300,5,2,20,0.1,90,390,2502,0.1,0,0.0,0.0,49.191853,49.192,727,328,399,0.1,0,0.0,0.0,49.191853,49.192,727,328,399,0.1,0,0.0,0.0,49.191853,49.192,875,328,395,152,0.1,0,0.0,0.0,49.191853,49.192,877,328,395,154
11-2-20-0.2-10,300,5,2,20,0.2,10,390,2502,0.2,23,0.0,0.8,56.714429,56.714,967,452,515,0.2,16,0.0,0.7,56.714429,56.714,917,423,494,0.1,0,0.0,0.0,56.714429,56.714,1132,423,423,286,0.1,0,0.0,0.0,56.714429,56.714,1152,411,425,316
11-2-20-0.2-50,300,5,2,20,0.2,50,390,2502,0.2,19,0.0,0.6,53.201092,53.201,931,446,485,0.2,17,0.0,0.9,53.201092,53.201,911,432,479,0.2,0,0.0,0.0,53.201092,53.201,1201,441,415,345,0.2,0,0.0,0.0,53.201092,53.201,1208,445,395,368
11-2-20-0.2-90,300,5,2,20,0.2,90,390,2502,0.1,3,0.0,0.0,47.536600,47.537,742,317,425,0.1,3,0.0,0.0,47.536600,47.537,771,317,454,0.2,3,0.0,0.0,47.536600,47.537,825,317,382,126,0.2,3,0.0,0.0,47.536600,47.537,825,317,382,126
12-1-20-0.01-10,300,10,1,20,0.01,10,336,1792,0.7,122,0.0,0.5,68.165912,68.166,1301,571,730,0.5,35,0.0,0.3,68.165912,68.166,1242,578,664,0.2,0,0.0,0.0,68.165912,68.166,1304,429,475,400,0.2,0,0.0,0.0,68.165912,68.166,1259,428,475,356
12-1-20-0.01-50,300,10,1,20,0.01,50,336,1792,0.4,101,0.0,0.7,56.800388,56.800,1115,497,618,0.4,89,0.0,1.1,56.800388,56.800,1085,471,614,0.3,24,0.0,0.3,56.800388,56.800,1294,447,449,398,0.3,15,0.0,0.3,56.800388,56.800,1351,479,444,428
12-1-20-0.01-90,300,10,1,20,0.01,90,336,1792,0.1,0,0.0,0.0,44.292502,44.293,847,384,463,0.1,0,0.0,0.0,44.292502,44.293,834,372,462,0.1,0,0.0,0.0,44.292502,44.293,1055,382,393,280,0.1,0,0.0,0.0,44.292502,44.293,1044,383,417,244
12-1-20-0.1-10,300,10,1,20,0.1,10,336,1792,0.4,58,0.0,0.6,67.526346,67.526,1124,468,656,0.4,45,0.0,0.6,67.526346,67.526,1076,463,613,0.4,8,0.0,0.0,67.526346,67.526,1463,471,466,526,0.3,5,0.0,0.1,67.526346,67.526,1478,492,454,532
12-1-20-0.1-50,300,10,1,20,0.1,50,336,1792,0.4,80,0.0,0.8,56.501436,56.501,1067,486,581,0.3,37,0.0,0.5,56.501436,56.501,979,435,544,0.3,12,0.0,0.2,56.501436,56.501,1301,442,461,398,0.3,13,0.0,0.2,56.501436,56.501,1266,448,444,374
12-1-20-0.1-90,300,10,1,20,0.1,90,336,1792,0.1,0,0.0,0.0,43.786853,43.787,813,368,445,0.1,0,0.0,0.0,43.786853,43.787,793,370,423,0.1,0,0.0,0.0,43.786853,43.787,990,369,425,196,0.1,0,0.0,0.0,43.786853,43.787,978,368,412,198
12-1-20-0.2-10,300,10,1,20,0.2,10,336,1792,0.4,39,0.0,0.5,67.114994,67.115,1221,508,713,0.4,60,0.0,0.5,67.114994,67.115,1153,474,679,0.3,4,0.0,0.0,67.114994,67.115,1327,472,455,400,0.3,0,0.0,0.0,67.114994,67.115,1447,472,567,408
12-1-20-0.2-50,300,10,1,20,0.2,50,336,1792,0.4,75,0.0,0.7,56.210262,56.210,1053,475,578,0.2,29,0.0,0.5,56.210262,56.210,1047,463,584,0.2,8,0.0,0.1,56.210262,56.210,1242,447,471,324,0.3,9,0.0,0.2,56.210262,56.210,1256,450,466,340
12-1-20-0.2-90,300,10,1,20,0.2,90,336,1792,0.1,0,0.0,0.0,43.490750,43.491,808,365,443,0.1,0,0.0,0.0,43.490750,43.491,794,365,429,0.1,0,0.0,0.0,43.490750,43.491,913,365,414,134,0.1,0,0.0,0.0,43.490750,43.491,937,365,412,160
12-2-20-0.01-10,300,10,2,20,0.01,10,356,1772,0.5,101,0.0,0.9,68.402789,68.403,1140,489,651,0.5,117,0.0,0.9,68.402789,68.403,1149,497,652,0.4,13,0.0,0.1,68.402789,68.403,1441,474,473,494,0.6,10,0.0,0.2,68.402789,68.403,1527,481,496,550
12-2-20-0.01-50,300,10,2,20,0.01,50,356,1772,0.5,123,0.0,1.0,56.853555,56.854,1112,498,614,0.8,250,0.0,1.2,56.853555,56.854,1170,526,644,0.4,27,0.0,0.6,56.853555,56.854,1431,475,498,458,0.3,23,0.0,0.5,56.853555,56.854,1330,438,518,374
12-2-20-0.01-90,300,10,2,20,0.01,90,356,1772,0.1,0,0.0,0.0,44.858650,44.859,773,353,420,0.1,0,0.0,0.0,44.858650,44.859,773,353,420,0.1,0,0.0,0.0,44.858650,44.859,915,360,395,160,0.1,0,0.0,0.0,44.858650,44.859,949,374,395,180
12-2-20-0.1-10,300,10,2,20,0.1,10,356,1772,0.4,50,0.0,0.4,68.058356,68.058,1194,473,721,0.5,51,0.0,0.4,68.058356,68.058,1145,479,666,0.3,7,0.0,0.1,68.058356,68.058,1395,469,458,468,0.3,5,0.0,0.1,68.058356,68.058,1429,466,473,490
12-2-20-0.1-50,300,10,2,20,0.1,50,356,1772,0.6,159,0.0,1.2,56.501436,56.501,1149,514,635,0.5,126,0.0,1.2,56.501436,56.501,1071,472,599,0.3,25,0.0,0.6,56.501436,56.501,1445,486,509,450,0.3,17,0.0,0.6,56.501436,56.501,1356,457,481,418
12-2-20-0.1-90,300,10,2,20,0.1,90,356,1772,0.1,0,0.0,0.0,44.623324,44.623,746,347,399,0.1,0,0.0,0.0,44.623324,44.623,748,351,397,0.1,0,0.0,0.0,44.623324,44.623,835,347,390,98,0.1,0,0.0,0.0,44.623324,44.623,835,347,390,98
12-2-20-0.2-10,300,10,2,20,0.2,10,356,1772,0.3,13,0.0,0.3,67.727201,67.727,1058,471,587,0.3,14,0.0,0.2,67.727201,67.727,1061,472,589,0.3,6,0.0,0.0,67.727201,67.727,1306,461,475,370,0.2,3,0.0,0.0,67.727201,67.727,1305,448,467,390
12-2-20-0.2-50,300,10,2,20,0.2,50,356,1772,0.5,126,0.0,1.0,56.293457,56.293,1109,507,602,0.4,94,0.0,0.9,56.293457,56.293,1113,485,628,0.3,22,0.0,0.5,56.293457,56.293,1306,482,474,350,0.3,17,0.0,0.3,56.293457,56.293,1271,459,494,318
12-2-20-0.2-90,300,10,2,20,0.2,90,356,1772,0.1,0,0.0,0.0,44.499179,44.499,765,362,403,0.1,0,0.0,0.0,44.499179,44.499,735,347,388,0.1,0,0.0,0.0,44.499179,44.499,839,347,394,98,0.1,0,0.0,0.0,44.499179,44.499,825,347,388,90
13-1-20-0.01-10,300,30,1,20,0.01,10,334,2170,22.0,5135,0.0,1.5,132.249665,132.250,2290,994,1296,11.3,2449,0.0,1.1,132.249665,132.250,2369,912,1457,4.3,413,0.0,0.5,132.249665,132.250,3356,838,736,1782,3.9,486,0.0,0.4,132.249665,132.250,2834,715,753,1366
13-1-20-0.01-50,300,30,1,20,0.01,50,334,2170,11.3,2802,0.0,1.6,123.324803,123.325,1979,708,1271,13.2,3943,0.0,1.4,123.324803,123.325,2010,731,1279,4.6,704,0.0,0.5,123.324803,123.325,2677,718,705,1254,6.2,1250,0.0,0.5,123.324803,123.325,2512,650,768,1094
13-1-20-0.01-90,300,30,1,20,0.01,90,334,2170,0.3,45,0.0,0.1,99.992460,99.992,1018,396,622,0.3,63,0.0,0.1,99.992460,99.992,925,366,559,0.3,22,0.0,0.1,99.992460,99.992,1167,365,544,258,0.3,17,0.0,0.0,99.992460,99.992,1149,378,493,278
13-1-20-0.1-10,300,30,1,20,0.1,10,334,2170,19.7,5680,0.0,1.3,129.566042,129.566,2228,903,1325,14.5,4319,0.0,1.0,129.566042,129.566,1958,814,1144,6.0,726,0.0,0.6,129.566042,129.566,3342,777,685,1880,6.9,983,0.0,0.5,129.566042,129.566,3164,797,711,1656
13-1-20-0.1-50,300,30,1,20,0.1,50,334,2170,9.3,2066,0.0,1.5,120.798008,120.798,2001,744,1257,6.5,1796,0.0,1.1,120.798008,120.798,1817,598,1219,1.9,259,0.0,0.5,120.798008,120.798,2604,684,690,1230,1.7,214,0.0,0.3,120.798008,120.798,2305,631,678,996
13-1-20-0.1-90,300,30,1,20,0.1,90,334,2170,0.3,61,0.0,0.1,97.129821,97.130,1144,418,726,0.2,15,0.0,0.1,97.129821,97.130,1080,386,694,0.3,15,0.0,0.0,97.129821,97.130,1300,388,540,372,0.3,11,0.0,0.1,97.129821,97.130,1238,385,541,312
13-1-20-0.2-10,300,30,1,20,0.2,10,334,2170,9.7,1903,0.0,1.0,126.912985,126.913,1952,821,1131,12.2,3221,0.0,0.8,126.912985,126.913,1673,694,979,3.1,336,0.0,0.4,126.912985,126.913,2694,702,666,1326,2.9,331,0.0,0.3,126.912985,126.913,2492,653,627,1212
13-1-20-0.2-50,300,30,1,20,0.2,50,334,2170,8.1,2637,0.0,1.0,118.131867,118.132,1867,727,1140,7.8,1998,0.0,0.8,118.131867,118.132,1828,664,1164,1.8,227,0.0,0.3,118.131867,118.132,2275,622,647,1006,1.6,185,0.0,0.4,118.131867,118.132,2248,598,654,996
13-1-20-0.2-90,300,30,1,20,0.2,90,334,2170,0.2,17,0.0,0.0,94.070496,94.070,1074,415,659,0.2,28,0.0,0.2,94.070496,94.070,1043,390,653,0.2,4,0.0,0.0,94.070496,94.070,1192,393,483,316,0.2,3,0.0,0.0,94.070496,94.070,1266,394,530,342
13-2-20-0.01-10,300,30,2,20,0.01,10,374,2130,14.2,2070,0.0,1.9,136.211453,136.211,2383,1002,1381,9.3,1526,0.0,1.3,136.211453,136.211,1997,773,1224,3.0,282,0.0,0.5,136.211453,136.211,3267,739,690,1838,1.7,152,0.0,0.3,136.211453,136.211,2803,678,883,1242
13-2-20-0.01-50,300,30,2,20,0.01,50,374,2130,7.6,1504,0.0,1.5,127.583980,127.584,2053,886,1167,7.3,1327,0.0,1.2,127.583980,127.584,1897,749,1148,1.8,267,0.0,0.4,127.583980,127.584,2681,613,680,1388,1.9,239,0.0,0.3,127.583980,127.584,2413,601,674,1138
13-2-20-0.01-90,300,30,2,20,0.01,90,374,2130,0.4,93,0.0,0.2,101.906574,101.907,1120,445,675,0.3,48,0.0,0.2,101.906574,101.907,1108,416,692,0.3,24,0.0,0.0,101.906574,101.907,1205,381,556,268,0.3,16,0.0,0.0,101.906574,101.907,1102,376,536,190
13-2-20-0.1-10,300,30,2,20,0.1,10,374,2130,10.3,1543,0.0,1.3,133.836687,133.837,2177,854,1323,8.2,1415,0.0,1.2,133.836687,133.837,1867,743,1124,2.2,185,0.0,0.3,133.836687,133.837,2864,685,685,1494,2.0,228,0.0,0.3,133.836687,133.837,2491,623,682,1186
13-2-20-0.1-50,300,30,2,20,0.1,50,374,2130,8.8,1890,0.0,1.4,125.217320,125.217,1841,710,1131,5.8,1342,0.0,1.2,125.217320,125.217,1718,645,1073,1.8,291,0.0,0.3,125.217320,125.217,2464,634,696,1134,1.4,203,0.0,0.3,125.217320,125.217,2267,597,636,1034
13-2-20-0.1-90,300,30,2,20,0.1,90,374,2130,0.4,92,0.0,0.2,99.261301,99.261,1140,461,679,0.5,111,0.0,0.3,99.261301,99.261,1179,453,726,0.4,33,0.0,0.1,99.261301,99.261,1414,425,547,442,0.5,33,0.0,0.1,99.261301,99.261,1482,474,546,462
13-2-20-0.2-10,300,30,2,20,0.2,10,374,2130,7.2,1290,0.0,1.3,131.428843,131.429,1842,767,1075,7.6,1362,0.0,1.1,131.428843,131.429,1728,688,1040,1.2,77,0.0,0.2,131.428843,131.429,2604,645,653,1306,1.1,79,0.0,0.2,131.428843,131.429,2417,602,693,1122
13-2-20-0.2-50,300,30,2,20,0.2,50,374,2130,7.4,2015,0.0,1.2,122.799629,122.800,1669,651,1018,5.0,1276,0.0,1.0,122.799629,122.800,1621,604,1017,1.0,98,0.0,0.2,122.799629,122.800,2354,628,638,1088,1.3,139,0.0,0.2,122.799629,122.800,2318,601,607,1110
13-2-20-0.2-90,300,30,2,20,0.2,90,374,2130,0.9,311,0.0,0.7,96.559718,96.560,1206,477,729,0.6,160,0.0,0.5,96.559718,96.560,1197,472,725,0.6,92,0.0,0.6,96.559718,96.560,1633,449,580,604,0.5,64,0.0,0.3,96.559718,96.560,1525,460,521,544
14-1-20-0.01-10,300,60,1,20,0.01,10,340,1748,999.0,199331,0.0,1.9,178.541455,178.541,2754,1295,1459,120.4,31012,0.0,1.8,178.541455,178.541,2364,1000,1364,31.8,2202,0.0,0.6,178.541455,178.541,6239,1129,960,4150,16.9,2160,0.0,0.6,178.541455,178.541,3981,822,861,2298
14-1-20-0.01-50,300,60,1,20,0.01,50,340,1748,35.2,10560,0.0,1.5,166.507547,166.508,2264,848,1416,11.4,2698,0.0,1.3,166.507547,166.508,2117,687,1430,3.1,394,0.0,0.5,166.507451,166.507,2838,623,807,1408,3.2,534,0.0,0.4,166.507547,166.508,2602,587,731,1284
14-1-20-0.01-90,300,60,1,20,0.01,90,340,1748,2.9,556,0.0,0.8,122.431582,122.432,1269,521,748,4.0,1147,0.0,0.6,122.431582,122.432,1248,499,749,4.1,1189,0.0,0.3,122.431582,122.432,2033,513,472,1048,1.3,265,0.0,0.3,122.431582,122.432,1717,481,510,726
14-1-20-0.1-10,300,60,1,20,0.1,10,340,1748,206.8,53888,0.0,1.8,175.052415,175.052,2626,1057,1569,55.8,12221,0.0,1.4,175.052415,175.052,2337,924,1413,33.1,2428,0.0,0.5,175.052415,175.052,5547,1013,950,3584,11.0,1179,0.0,0.5,175.052415,175.052,3772,825,785,2162
14-1-20-0.1-50,300,60,1,20,0.1,50,340,1748,13.9,3896,0.0,1.1,163.491628,163.492,2269,867,1402,6.8,1422,0.0,1.0,163.491628,163.492,2011,705,1306,2.7,377,0.0,0.4,163.491628,163.492,2747,614,783,1350,1.9,274,0.0,0.4,163.491628,163.492,2272,566,616,1090
14-1-20-0.1-90,300,60,1,20,0.1,90,340,1748,3.2,653,0.0,0.6,120.232256,120.232,1298,532,766,4.0,1048,0.0,0.4,120.232256,120.232,1226,518,708,3.1,893,0.0,0.2,120.232256,120.232,1815,500,475,840,2.8,656,0.0,0.2,120.232256,120.232,1805,491,476,838
14-1-20-0.2-10,300,60,1,20,0.2,10,340,1748,25.3,4498,0.0,1.5,171.468679,171.469,2665,1174,1491,21.6,4280,0.0,1.3,171.468679,171.469,2608,1107,1501,15.1,1440,0.0,0.4,171.468679,171.469,3987,850,773,2364,9.6,1027,0.0,0.3,171.468679,171.469,3632,788,728,2116
14-1-20-0.2-50,300,60,1,20,0.2,50,340,1748,7.9,1723,0.0,1.1,160.214581,160.215,1948,715,1233,4.9,791,0.0,1.0,160.214581,160.215,2056,703,1353,1.4,155,0.0,0.3,160.214581,160.215,2395,586,639,1170,1.9,256,0.0,0.3,160.214581,160.215,2222,555,707,960
14-1-20-0.2-90,300,60,1,20,0.2,90,340,1748,3.8,1026,0.0,0.5,118.069321,118.069,1214,550,664,3.2,760,0.0,0.5,118.069321,118.069,1206,530,676,1.4,252,0.0,0.2,118.069321,118.069,1752,517,465,770,2.6,679,0.0,0.1,118.069321,118.069,1779,509,476,794
14-2-20-0.01-10,300,60,2,20,0.01,10,374,1714,TL,797290,0.2,2.8,179.984352,180.307,3211,1287,1924,1170.1,404333,0.0,2.2,180.066043,180.066,2750,1115,1635,72.4,7319,0.0,1.1,180.066043,180.066,7365,1284,1023,5058,39.2,3477,0.0,0.9,180.066043,180.066,5493,1007,1020,3466
14-2-20-0.01-50,300,60,2,20,0.01,50,374,1714,10.8,2022,0.0,1.5,170.062837,170.063,2520,1058,1462,5.0,777,0.0,1.3,170.062837,170.063,2040,773,1267,1.6,160,0.0,0.4,170.062837,170.063,3031,699,660,1672,1.4,136,0.0,0.4,170.062837,170.063,2440,614,664,1162
14-2-20-0.01-90,300,60,2,20,0.01,90,374,1714,7.5,2185,0.0,1.3,128.541844,128.542,1407,618,789,6.4,1788,0.0,1.0,128.541844,128.542,1403,619,784,7.5,1221,0.0,0.8,128.541844,128.542,2767,539,574,1654,7.5,1304,0.0,0.7,128.541844,128.542,2505,509,572,1424
14-2-20-0.1-10,300,60,2,20,0.1,10,374,1714,1992.9,692216,0.0,2.4,176.910510,176.911,2832,1148,1684,454.1,122482,0.0,2.1,176.910510,176.911,2536,978,1558,47.0,4039,0.0,0.8,176.910510,176.911,5900,1048,936,3916,33.3,2527,0.0,0.7,176.910510,176.911,5177,951,946,3280
14-2-20-0.1-50,300,60,2,20,0.1,50,374,1714,7.7,1432,0.0,1.2,167.223380,167.223,2011,867,1144,6.4,1313,0.0,0.8,167.223380,167.223,1717,655,1062,1.6,172,0.0,0.2,167.223380,167.223,2448,653,615,1180,0.9,87,0.0,0.2,167.223380,167.223,2075,583,596,896
14-2-20-0.1-90,300,60,2,20,0.1,90,374,1714,8.7,2427,0.0,1.0,126.765470,126.765,1450,619,831,6.3,1769,0.0,0.9,126.765470,126.765,1437,619,818,7.1,1057,0.0,0.5,126.765470,126.765,2545,565,560,1420,6.5,1145,0.0,0.5,126.765470,126.765,2420,532,562,1326
14-2-20-0.2-10,300,60,2,20,0.2,10,374,1714,279.1,72381,0.0,1.9,173.709130,173.709,2868,1093,1775,99.5,21904,0.0,1.6,173.709130,173.709,2436,944,1492,26.7,2382,0.0,0.6,173.709130,173.709,4211,860,761,2590,12.2,965,0.0,0.5,173.709130,173.709,3637,836,783,2018
14-2-20-0.2-50,300,60,2,20,0.2,50,374,1714,4.1,719,0.0,1.1,164.167319,164.167,1619,689,930,4.0,628,0.0,0.9,164.167319,164.167,1469,599,870,1.1,180,0.0,0.2,164.167319,164.167,2177,616,535,1026,1.2,214,0.0,0.1,164.167319,164.167,1983,573,516,894
14-2-20-0.2-90,300,60,2,20,0.2,90,374,1714,5.9,1775,0.0,0.9,125.215223,125.215,1385,606,779,4.9,1392,0.0,0.8,125.215223,125.215,1199,537,662,2.0,421,0.0,0.2,125.215223,125.215,2066,530,462,1074,7.0,2388,0.0,0.2,125.215223,125.215,2077,551,462,1064
15-1-20-0.01-10,300,100,1,20,0.01,10,340,2178,310.1,95384,0.0,1.0,233.711966,233.712,2864,1075,1789,164.2,54757,0.0,0.8,233.711966,233.712,2221,811,1410,21.1,2440,0.0,0.4,233.711966,233.712,5142,864,1020,3258,17.6,2595,0.0,0.3,233.711966,233.712,3740,713,959,2068
