,,,,,bB&C-I,,,,,,,,,bB&C-I+E,,,,,,,,,bB&C-I+L,,,,,,,,,,bB&C-I+E+L,,,,,,,,,
id,|I|,K,#C1,#CP,T,N,Gap(%),RGap(%),Obj,UB,#Cut,#MaxSM,#OA,T,N,Gap(%),RGap(%),Obj,UB,#Cut,#MaxSM,#EOA,T,N,Gap(%),RGap(%),Obj,UB,#Cut,#MaxSM,#OA,#LS,T,N,Gap(%),RGap(%),Obj,UB,#Cut,#MaxSM,#EOA,#LS
22-10-25-0.5,500,10,2496,21494,121.1,2772,0.0,2.2,277.373,277.373,6682,3891,2791,50.1,1017,0.0,1.7,277.373,277.373,5095,2666,2429,14.4,134,0.0,1.1,277.373,277.373,6271,2503,1590,2178,24.6,151,0.0,1.2,277.373,277.373,6019,2232,1444,2343
23-10-25-0.5,500,50,2772,24348,TL,235656,0.4,1.0,436.075,437.809,6646,3671,2975,TL,212107,0.2,0.7,436.546,437.546,6257,2969,3288,TL,33940,0.1,0.6,436.637,436.939,12662,3217,1913,7532,1979.3,30028,0.0,0.5,436.674,436.674,10770,2873,1852,6045
24-10-25-0.5,500,100,2810,23810,TL,274630,0.3,0.5,485.598,487.049,4455,2423,2032,2429.5,209245,0.0,0.2,486.765,486.765,3618,1946,1672,774.2,21339,0.0,0.1,486.765,486.765,7668,2189,1278,4201,441.8,18185,0.0,0.1,486.765,486.765,5907,1920,1153,2834
25-10-25-0.5,500,167,3078,29866,12.9,1030,0.0,0.0,499.369,499.369,1650,1080,570,22.2,2698,0.0,0.0,499.370,499.370,1719,1103,616,26.9,1592,0.0,0.0,499.369,499.369,1990,993,507,490,14.8,372,0.0,0.0,499.369,499.369,2215,1122,564,529
26-10-25-0.5,600,5,5086,70238,27.9,352,0.0,1.9,356.703,356.703,6085,3262,2823,15.9,203,0.0,1.7,356.703,356.703,5329,3043,2286,28.7,108,0.0,1.5,356.703,356.703,7218,3075,1871,2272,28.7,90,0.0,1.4,356.703,356.703,6917,2953,2092,1872
27-10-25-0.5,600,10,5420,75078,684.9,23784,0.0,1.3,431.380,431.380,8083,3596,4487,123.4,2007,0.0,1.1,431.380,431.380,5067,2804,2263,354.0,1827,0.0,1.0,431.380,431.380,7565,2871,1862,2832,166.2,1133,0.0,0.9,431.380,431.380,6747,2475,1912,2360
28-10-25-0.5,600,60,5338,78458,TL,165914,0.3,0.5,565.184,566.671,5230,2983,2247,TL,155460,0.1,0.3,565.953,566.548,4877,2655,2222,TL,109494,0.2,0.4,565.375,566.446,7483,2925,1310,3248,TL,143037,0.1,0.3,565.937,566.558,7746,2984,1992,2770
29-10-25-0.5,600,120,4982,67654,TL,297838,0.0,0.1,594.623,594.720,2755,1810,945,338.9,23638,0.0,0.1,594.671,594.671,2510,1600,910,1359.1,77056,0.0,0.1,594.671,594.671,3918,1712,722,1484,515.3,27947,0.0,0.0,594.671,594.671,3411,1611,696,1104
30-10-25-0.5,600,200,4284,48514,0.0,0,0.0,0.0,600.000,600.000,0,0,0,0.0,0,0.0,0.0,600.000,600.000,0,0,0,0.1,0,0.0,0.0,600.000,600.000,0,0,0,0,0.1,0,0.0,0.0,600.000,600.000,0,0,0,0
31-10-25-0.5,700,5,8624,152102,88.7,788,0.0,2.0,490.908,490.908,8323,4987,3336,64.1,603,0.0,2.1,490.908,490.908,6616,4037,2579,210.3,379,0.0,2.0,490.908,490.908,11853,4051,2082,5720,118.5,274,0.0,1.8,490.908,490.908,9943,3979,2275,3689
32-10-25-0.5,700,10,7294,123992,146.1,1188,0.0,0.9,533.118,533.118,6143,3770,2373,114.5,944,0.0,0.8,533.118,533.118,6125,3697,2428,156.7,457,0.0,0.8,533.118,533.118,7578,3559,2065,1954,89.8,303,0.0,0.6,533.118,533.118,7798,3623,2437,1738
33-10-25-0.5,700,70,7110,121930,TL,126093,0.1,0.3,679.720,680.613,4604,2894,1710,TL,119753,0.1,0.2,680.013,680.340,4195,2668,1527,TL,108495,0.1,0.3,679.829,680.316,6414,2832,1344,2238,TL,87417,0.0,0.2,680.020,680.226,5687,2753,1221,1713
34-10-25-0.5,700,140,8044,141988,8.3,369,0.0,0.0,699.595,699.595,2172,1543,629,3.5,27,0.0,0.0,699.595,699.595,2744,1868,876,45.5,2053,0.0,0.0,699.595,699.595,2884,1854,828,202,8.2,29,0.0,0.0,699.595,699.595,2813,1763,829,221
35-10-25-0.5,800,5,14838,312066,28.5,121,0.0,1.1,640.362,640.362,5543,3562,1981,24.7,139,0.0,1.2,640.362,640.362,5222,3454,1768,50.9,97,0.0,1.1,640.362,640.362,6624,3422,1912,1290,52.2,91,0.0,1.1,640.362,640.362,5922,3283,1858,781
36-10-25-0.5,800,10,10904,224412,TL,33704,0.4,1.3,649.240,652.021,11619,5826,5793,TL,35973,0.4,1.2,649.060,651.771,10996,5218,5778,TL,28580,0.4,1.3,649.060,651.965,14595,5649,5071,3875,TL,29464,0.4,1.2,649.240,651.741,13117,5660,4792,2665
37-10-25-0.5,800,80,9072,186296,TL,125280,0.2,0.3,782.757,784.068,4728,3264,1464,TL,114903,0.1,0.2,783.412,783.880,4008,2706,1302,TL,84637,0.1,0.2,782.979,783.848,6727,3109,1137,2481,TL,71592,0.0,0.1,783.493,783.755,5473,2812,1003,1658
38-10-25-0.5,900,5,21526,466312,278.2,1127,0.0,1.2,755.858,755.858,7872,4715,3157,85.0,502,0.0,1.1,755.858,755.858,8161,4827,3334,259.1,498,0.0,1.1,755.858,755.858,9859,4837,2866,2156,281.3,534,0.0,1.0,755.858,755.858,9856,4848,3013,1995
39-10-25-0.5,900,10,21248,471774,TL,28460,0.2,0.7,813.623,815.249,7683,4487,3196,TL,20258,0.2,0.7,813.695,815.606,7723,4272,3451,TL,30118,0.2,0.7,813.774,815.090,8409,4264,3005,1140,TL,27518,0.1,0.7,813.694,814.756,8040,4412,2951,677
40-10-25-0.5,900,90,14636,345298,TL,184872,0.0,0.1,893.344,893.430,2685,2195,490,TL,167687,0.0,0.1,893.329,893.525,2684,2088,596,3568.6,176242,0.0,0.1,893.376,893.376,3414,2211,432,771,TL,156812,0.0,0.1,893.360,893.427,3152,2138,508,506
1-10-25-0.8,100,5,138,60,0.1,0,0.0,0.0,17.533,17.533,242,118,124,0.2,0,0.0,0.0,17.533,17.533,245,118,127,0.0,0,0.0,0.0,17.533,17.533,248,118,124,6,0.0,0,0.0,0.0,17.533,17.533,248,118,127,3
2-10-25-0.8,100,10,152,78,0.1,0,0.0,0.0,31.599,31.599,237,115,122,0.1,0,0.0,0.0,31.599,31.599,236,115,121,0.0,0,0.0,0.0,31.599,31.599,260,121,128,11,0.0,0,0.0,0.0,31.599,31.599,245,115,121,9
3-10-25-0.8,100,10,136,110,0.0,0,0.0,0.0,32.000,32.000,239,117,122,0.2,0,0.0,0.0,32.000,32.000,277,135,142,0.1,0,0.0,0.0,32.000,32.000,241,117,121,3,0.1,0,0.0,0.0,32.000,32.000,280,135,142,3
4-10-25-0.8,100,20,126,66,0.0,0,0.0,0.0,43.489,43.489,251,127,124,0.1,0,0.0,0.0,43.489,43.489,248,124,124,0.1,0,0.0,0.0,43.489,43.489,265,127,123,15,0.2,0,0.0,0.0,43.489,43.489,255,124,123,8
5-10-25-0.8,100,33,174,116,0.1,3,0.0,0.0,70.258,70.258,349,179,170,0.1,2,0.0,0.0,70.258,70.258,332,167,165,0.1,0,0.0,0.0,70.258,70.258,361,174,161,26,0.0,0,0.0,0.0,70.258,70.258,344,167,161,16
6-10-25-0.8,200,5,408,628,0.1,0,0.0,0.0,41.005,41.005,521,238,283,0.2,0,0.0,0.0,41.005,41.005,521,238,283,0.1,0,0.0,0.0,41.005,41.005,546,238,278,30,0.3,0,0.0,0.0,41.005,41.005,546,238,278,30
7-10-25-0.8,200,10,414,906,0.4,34,0.0,0.1,67.246,67.246,665,316,349,0.3,11,0.0,0.0,67.246,67.246,632,304,328,0.2,3,0.0,0.0,67.246,67.246,691,303,274,114,0.2,4,0.0,0.0,67.246,67.246,702,305,284,113
8-10-25-0.8,200,20,360,658,0.2,17,0.0,0.0,92.846,92.846,616,308,308,0.3,11,0.0,0.0,92.846,92.846,620,311,309,0.1,0,0.0,0.0,92.846,92.846,671,307,284,80,0.1,0,0.0,0.0,92.846,92.846,668,310,286,72
9-10-25-0.8,200,40,418,686,0.1,7,0.0,0.0,139.585,139.585,683,358,325,0.2,7,0.0,0.0,139.585,139.585,670,345,325,0.4,0,0.0,0.0,139.585,139.585,779,352,275,152,0.1,4,0.0,0.0,139.585,139.585,753,348,281,124
10-10-25-0.8,200,67,526,1372,0.6,321,0.0,0.1,182.017,182.017,782,411,371,0.9,112,0.0,0.1,182.017,182.017,720,384,336,0.3,7,0.0,0.0,182.017,182.017,884,377,268,239,0.2,6,0.0,0.0,182.017,182.017,833,375,267,191
11-10-25-0.8,300,5,1004,3968,0.1,0,0.0,0.0,94.700,94.700,942,504,438,0.1,0,0.0,0.0,94.700,94.700,898,458,440,0.1,0,0.0,0.0,94.700,94.700,1008,457,412,139,0.1,0,0.0,0.0,94.700,94.700,1002,458,413,131
12-10-25-0.8,300,10,814,2756,0.5,28,0.0,0.2,119.392,119.392,1361,584,777,0.4,14,0.0,0.1,119.392,119.392,1260,578,682,0.3,0,0.0,0.0,119.392,119.392,1317,546,503,268,0.4,0,0.0,0.0,119.392,119.392,1275,524,494,257
13-10-25-0.8,300,30,902,3342,2.1,83,0.0,0.0,196.562,196.562,1313,675,638,0.4,18,0.0,0.0,196.562,196.562,1100,569,531,0.2,0,0.0,0.0,196.562,196.562,1266,557,439,270,0.4,0,0.0,0.0,196.562,196.562,1306,573,456,277
14-10-25-0.8,300,60,804,2722,1.9,290,0.0,0.1,243.470,243.470,1448,728,720,5.8,1011,0.0,0.1,243.470,243.470,1286,662,624,1.3,41,0.0,0.0,243.470,243.470,1672,712,531,429,0.8,43,0.0,0.0,243.470,243.470,1534,673,477,384
15-10-25-0.8,300,100,910,3470,6.9,1762,0.0,0.1,281.152,281.152,1589,875,714,2.1,776,0.0,0.1,281.152,281.152,1533,827,706,0.7,0,0.0,0.0,281.152,281.152,1797,809,522,466,0.3,0,0.0,0.0,281.152,281.152,1754,774,558,422
16-10-25-0.8,400,5,1974,13784,0.8,19,0.0,0.6,173.705,173.705,2068,1088,980,0.8,11,0.0,0.5,173.705,173.705,2095,1139,956,1.6,14,0.0,0.2,173.705,173.705,2421,1037,755,629,1.2,3,0.0,0.0,173.705,173.705,2712,1043,875,794
17-10-25-0.8,400,10,1738,11266,3.1,54,0.0,0.5,213.348,213.348,2824,1458,1366,1.5,39,0.0,0.5,213.348,213.348,2697,1341,1356,2.6,17,0.0,0.2,213.348,213.348,3174,1289,894,991,6.3,19,0.0,0.2,213.348,213.348,2990,1236,840,914
18-10-25-0.8,400,40,1430,7758,8.9,907,0.0,0.2,300.602,300.602,2381,1293,1088,4.8,293,0.0,0.2,300.602,300.602,2158,1101,1057,4.2,27,0.0,0.0,300.602,300.602,2843,1113,793,937,2.8,19,0.0,0.0,300.602,300.602,2704,1063,827,814
19-10-25-0.8,400,80,1644,9618,6.7,658,0.0,0.0,368.985,368.985,1983,1027,956,5.0,513,0.0,0.0,368.985,368.985,1805,913,892,1.3,12,0.0,0.0,368.985,368.985,2105,901,668,536,1.7,3,0.0,0.0,368.985,368.985,2029,850,731,448
20-10-25-0.8,400,133,1462,8014,9.7,901,0.0,0.0,394.491,394.491,1804,1036,768,1.0,182,0.0,0.0,394.491,394.491,1644,915,729,2.8,60,0.0,0.0,394.491,394.491,2060,971,667,422,2.9,45,0.0,0.0,394.491,394.491,1878,904,646,328
21-10-25-0.8,500,5,2918,27626,0.5,0,0.0,0.0,240.856,240.856,1924,1054,870,0.5,0,0.0,0.0,240.856,240.856,1919,1054,865,2.8,0,0.0,0.0,240.856,240.856,2276,1031,818,427,1.0,0,0.0,0.0,240.856,240.856,2247,1025,820,402
22-10-25-0.8,500,10,2496,21494,8.5,97,0.0,0.8,270.509,270.509,4290,2382,1908,7.3,65,0.0,0.8,270.509,270.509,4141,2067,2074,4.6,45,0.0,0.7,270.509,270.509,5040,2000,1528,1512,8.5,35,0.0,0.6,270.509,270.509,4988,1911,1703,1374
23-10-25-0.8,500,50,2772,24348,185.2,10436,0.0,0.3,430.600,430.600,4481,2547,1934,99.3,6041,0.0,0.3,430.600,430.600,4289,2291,1998,144.7,2002,0.0,0.3,430.600,430.600,5476,1948,1212,2316,81.1,1062,0.0,0.2,430.600,430.600,4993,1825,1130,2038
24-10-25-0.8,500,100,2810,23810,27.5,1592,0.0,0.1,483.426,483.426,2936,1584,1352,11.6,1218,0.0,0.0,483.426,483.426,2439,1343,1096,12.9,168,0.0,0.0,483.426,483.426,3095,1316,924,855,9.1,65,0.0,0.0,483.426,483.426,2888,1312,959,617
25-10-25-0.8,500,167,3078,29866,12.7,1473,0.0,0.0,499.068,499.068,1831,1187,644,3.6,123,0.0,0.0,499.068,499.068,1863,1195,668,22.9,1771,0.0,0.0,499.068,499.068,2306,1145,555,606,18.0,868,0.0,0.0,499.068,499.068,2396,1234,566,596
26-10-25-0.8,600,5,5086,70238,11.4,96,0.0,1.3,343.159,343.159,5502,3028,2474,14.7,71,0.0,1.3,343.159,343.159,5094,2675,2419,13.4,75,0.0,1.1,343.159,343.159,6370,2751,2092,1527,18.7,45,0.0,1.1,343.159,343.159,6020,2814,1913,1293
27-10-25-0.8,600,10,5420,75078,26.3,314,0.0,0.6,417.267,417.267,5630,3005,2625,25.3,331,0.0,0.7,417.267,417.267,4675,2520,2155,28.5,108,0.0,0.6,417.267,417.267,6422,2715,2165,1542,34.7,127,0.0,0.6,417.267,417.267,6020,2627,2032,1361
28-10-25-0.8,600,60,5338,78458,108.6,3652,0.0,0.2,559.023,559.023,4293,2447,1846,409.3,26452,0.0,0.2,559.023,559.023,3695,1939,1756,554.8,36238,0.0,0.1,559.024,559.024,4511,1942,1493,1076,564.8,32517,0.0,0.1,559.024,559.024,4713,2028,1793,892
29-10-25-0.8,600,120,4982,67654,73.4,5869,0.0,0.0,592.421,592.421,2381,1514,867,24.1,1556,0.0,0.0,592.421,592.421,2152,1372,780,325.1,28982,0.0,0.0,592.421,592.421,3161,1421,833,907,41.1,1121,0.0,0.0,592.421,592.421,2620,1341,622,657
30-10-25-0.8,600,200,4284,48514,0.0,0,0.0,0.0,600.000,600.000,0,0,0,0.0,0,0.0,0.0,600.000,600.000,0,0,0,0.1,0,0.0,0.0,600.000,600.000,0,0,0,0,0.0,0,0.0,0.0,600.000,600.000,0,0,0,0
31-10-25-0.8,700,5,8624,152102,18.3,103,0.0,1.5,471.243,471.243,5649,3491,2158,25.1,97,0.0,1.4,471.243,471.243,6025,3490,2535,36.3,88,0.0,1.4,471.243,471.243,7369,3352,1911,2106,40.6,83,0.0,1.3,471.243,471.243,7459,3394,2351,1714
32-10-25-0.8,700,10,7294,123992,21.0,126,0.0,0.5,512.626,512.626,6123,3519,2604,25.0,117,0.0,0.5,512.626,512.626,6342,3592,2750,31.6,113,0.0,0.5,512.626,512.626,6196,3316,2090,790,45.1,113,0.0,0.5,512.626,512.626,6098,3244,2241,613
33-10-25-0.8,700,70,7110,121930,853.8,50813,0.0,0.1,673.224,673.224,3756,2333,1423,820.8,41008,0.0,0.1,673.224,673.224,3760,2275,1485,1075.9,54729,0.0,0.1,673.224,673.224,4585,2122,1222,1241,976.2,48173,0.0,0.1,673.224,673.224,4216,2086,1223,907
34-10-25-0.8,700,140,8044,141988,10.8,461,0.0,0.0,699.358,699.358,2706,1768,938,2.8,26,0.0,0.0,699.358,699.358,2626,1698,928,13.2,60,0.0,0.0,699.358,699.358,2880,1755,913,212,10.6,39,0.0,0.0,699.358,699.358,2746,1686,905,155
35-10-25-0.8,800,5,14838,312066,17.2,75,0.0,1.2,611.905,611.905,5531,3448,2083,24.0,81,0.0,1.2,611.905,611.905,5593,3452,2141,52.7,89,0.0,1.2,611.905,611.905,6509,3757,1744,1008,44.2,67,0.0,1.2,611.905,611.905,6358,3538,2424,396
36-10-25-0.8,800,10,10904,224412,TL,22777,0.2,1.5,621.438,622.925,10753,5983,4770,TL,15739,0.4,1.6,621.064,623.543,11459,5998,5461,TL,16906,0.4,1.6,620.834,623.153,13954,6129,4666,3159,TL,15769,0.2,1.6,621.048,622.155,13261,6100,4715,2446
37-10-25-0.8,800,80,9072,186296,368.7,15019,0.0,0.1,777.419,777.419,3510,2456,1054,166.7,5937,0.0,0.1,777.419,777.419,3258,2318,940,452.6,9346,0.0,0.1,777.419,777.419,5366,2658,1020,1688,174.3,1495,0.0,0.1,777.419,777.419,4433,2538,822,1073
38-10-25-0.8,900,5,21526,466312,77.0,279,0.0,1.2,723.503,723.503,7473,4739,2734,51.5,184,0.0,1.2,723.503,723.503,6859,4550,2309,120.1,213,0.0,1.2,723.503,723.503,7924,4503,2181,1240,92.0,189,0.0,1.1,723.503,723.503,7711,4504,2584,623
39-10-25-0.8,900,10,21248,471774,TL,33115,0.3,0.9,787.415,789.965,8841,4835,4006,TL,34409,0.3,0.8,787.655,789.971,8672,4819,3853,TL,33917,0.3,0.9,787.246,789.953,9457,5012,3728,717,TL,31945,0.3,0.9,787.276,789.959,9383,4901,3993,489
40-10-25-0.8,900,90,14636,345298,314.6,14063,0.0,0.1,889.915,889.915,2514,2077,437,265.7,12816,0.0,0.1,889.915,889.915,2740,2218,522,323.7,6743,0.0,0.1,889.915,889.915,3501,2312,516,673,1553.7,80429,0.0,0.1,889.915,889.915,2702,1946,462,294
